accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
8.690972664963801769e-06,-1.570022505565676907e+00,9.794054706119947440e+00
6.546868791161181609e-07,-1.570008788810113298e+00,9.794060273880077716e+00
6.554106204241182167e-06,-1.570012138039935223e+00,9.794050798157890370e+00
8.055478189607465528e-06,-1.570018521020054569e+00,9.794055945482986303e+00
-9.895488908538720107e-07,-1.570015877162027396e+00,9.794052799528799369e+00
7.919100079828748988e-06,-1.570012156700690165e+00,9.794056294777089278e+00
-5.213655624873216975e-06,-1.570016387976524763e+00,9.794061339067102523e+00
-4.765122738978685182e-06,-1.570015264792055776e+00,9.794060747860754645e+00
3.557839433821190239e-06,-1.570012510068107936e+00,9.794070402939112796e+00
3.677302930401403164e-06,-1.570011973497476010e+00,9.794075444772369465e+00
4.513438803619504757e-06,-1.570021247395914310e+00,9.794069961220726483e+00
2.432671996840815804e-06,-1.570018233646109485e+00,9.794072250022869852e+00
-3.587827321154459300e-07,-1.570013960713456891e+00,9.794072023140648398e+00
3.386691477956840616e-06,-1.570015162983053214e+00,9.794072621514139598e+00
6.189481482223979383e-06,-1.570016285521736554e+00,9.794072484008696122e+00
-3.607370047779757620e-06,-1.570020561212542187e+00,9.794069420250425040e+00
-3.256655443005556463e-06,-1.570014997597872108e+00,9.794081245711074857e+00
-2.575010592964372214e-06,-1.570020019776733777e+00,9.794074199140661463e+00
-3.963445464800544174e-06,-1.570014635406759895e+00,9.794075636042361310e+00
-1.892388067159361939e-06,-1.570012673860762042e+00,9.794086739629300098e+00
-3.954028923003034768e-07,-1.570016748608960677e+00,9.794079950815113733e+00
6.628830667451054710e-06,-1.570006198511217699e+00,9.794090437544722860e+00
1.040319432572144871e-05,-1.570016196300407341e+00,9.794093666331397330e+00
-3.038597366039573365e-06,-1.570017001883046159e+00,9.794094011491075946e+00
6.472151327896346139e-06,-1.570016542167405049e+00,9.794094234265044108e+00
-9.993983588614196844e-07,-1.570015890885346765e+00,9.794088968659965033e+00
4.819903226546124344e-06,-1.570015060079610780e+00,9.794090216451111885e+00
-3.338728273737441146e-06,-1.570012095633150251e+00,9.794095824876777101e+00
-1.606553888514668460e-06,-1.570016159015914736e+00,9.794091867309248300e+00
2.004432127493414899e-06,-1.570009280365177062e+00,9.794095317488146435e+00
-3.438754604093947048e-06,-1.570014093540935241e+00,9.794097786660911353e+00
1.038737011055154641e-05,-1.570005222526451139e+00,9.794099356603197748e+00
-1.019673200139034250e-06,-1.570019014717089600e+00,9.794107208705487011e+00
-2.097586338495140132e-06,-1.570009458018714055e+00,9.794103201907278233e+00
-9.727959707343058006e-07,-1.570014048856514632e+00,9.794108453675892889e+00
3.162681554679198895e-06,-1.570012837741487699e+00,9.794107368284342030e+00
3.724904418512584365e-06,-1.570011650516255575e+00,9.794114225828220555e+00
3.940848773677746878e-06,-1.570024204408502655e+00,9.794109564560603332e+00
-3.362079607752165466e-06,-1.570009649843005173e+00,9.794114536377632518e+00
3.025186041794208093e-06,-1.570013714814593841e+00,9.794115841299650072e+00
-4.305224368335351219e-07,-1.570013605320013772e+00,9.794118774089097812e+00
-5.283282559011021417e-06,-1.570013534654734810e+00,9.794115485049649905e+00
1.547074860091832609e-06,-1.570012602645501909e+00,9.794121748989480736e+00
-6.480541990886694523e-06,-1.570015169832569724e+00,9.794121578928191241e+00
3.750749693047926491e-06,-1.570012485572599870e+00,9.794113384741935491e+00
3.776456110709494702e-06,-1.570011210484230313e+00,9.794122616295931394e+00
-2.478908507063854999e-07,-1.570018807570326302e+00,9.794119355292393081e+00
6.215952133095066928e-06,-1.570018207331991267e+00,9.794121330671476500e+00
5.273894264470108336e-07,-1.570013604339870916e+00,9.794121642398964767e+00
3.718209509130120261e-06,-1.570015713229098164e+00,9.794132461148238988e+00
-6.703671805992851340e-06,-1.570014067983570349e+00,9.794126872325614741e+00
2.244207365987984286e-06,-1.570014684806192218e+00,9.794136525892943368e+00
3.149311273615223945e-06,-1.570013397392852061e+00,9.794136190851025603e+00
5.585762526924596352e-06,-1.570013075108223077e+00,9.794134929664185307e+00
5.503483674289755338e-06,-1.570018169228764249e+00,9.794138673849777987e+00
8.356747053476963697e-06,-1.570024861604435884e+00,9.794133905700801890e+00
9.283595125493992512e-06,-1.570012030433587169e+00,9.794137947293652502e+00
2.627527182699502220e-06,-1.570017717917541855e+00,9.794134323400037090e+00
5.274871737852563608e-06,-1.570016022076583750e+00,9.794139321719688596e+00
4.651065160222031121e-06,-1.570014356293101043e+00,9.794145237182478425e+00
-3.123536361625061939e-06,-1.570020222076956351e+00,9.794144150126509629e+00
3.538598616034775729e-06,-1.570015177671839401e+00,9.794150883687628095e+00
-1.826323161399488945e-06,-1.570015689864196817e+00,9.794151171365005126e+00
1.263366255998784760e-06,-1.570019778487507400e+00,9.794145896646963223e+00
9.299801955001903586e-07,-1.570011982657160132e+00,9.794150325234131316e+00
-1.099740493339966482e-06,-1.570020679278482323e+00,9.794157120400562633e+00
1.742368390711908680e-06,-1.570015233958590439e+00,9.794159742580889727e+00
3.791523945582382979e-06,-1.570015249131148982e+00,9.794151472663896740e+00
-5.656400148976725412e-06,-1.570017485861213924e+00,9.794164466738260799e+00
-3.155148102502294644e-06,-1.570017207604753162e+00,9.794163617009736811e+00
5.463756115382830986e-07,-1.570010626345272220e+00,9.794162263631804421e+00
-1.242361964004874297e-06,-1.570020747560939567e+00,9.794166913087243742e+00
-2.670398632476773667e-06,-1.570018854858448831e+00,9.794167988774455935e+00
6.996541512055036469e-06,-1.570009445229747502e+00,9.794170760415971344e+00
-2.727325901327542940e-06,-1.570017061902036382e+00,9.794182650793256784e+00
-6.170483256641647655e-06,-1.570014180746509336e+00,9.794164448146307933e+00
9.118462391784961179e-06,-1.570014657345753184e+00,9.794175190806928555e+00
2.728424636265833248e-06,-1.570027492250691381e+00,9.794175855080363036e+00
3.305339330946991393e-06,-1.570014285516977193e+00,9.794175112433917363e+00
-1.035640855081510833e-07,-1.570016242488376346e+00,9.794176037919989142e+00
4.963476887276083305e-06,-1.570016652825655168e+00,9.794177327195390248e+00
-5.515871726306252517e-06,-1.570011751964466962e+00,9.794187162368569233e+00
2.717735245131271570e-06,-1.570015699776730722e+00,9.794175340405665509e+00
-1.516121961393576631e-08,-1.570011421859305756e+00,9.794184025656237580e+00
-3.859850888160375341e-06,-1.570023410590645430e+00,9.794188807331384083e+00
6.244782796604919349e-06,-1.570013839780184162e+00,9.794187977310182092e+00
-7.947576784780562884e-07,-1.570017073100274496e+00,9.794179754914013714e+00
8.415996690090662210e-06,-1.570019664715689212e+00,9.794202544515643538e+00
-2.009962814778703035e-06,-1.570014315327075582e+00,9.794192422894854033e+00
5.086213048416214633e-06,-1.570016568932515622e+00,9.794195105020405023e+00
9.656799173155621432e-07,-1.570022500213721361e+00,9.794197494033719309e+00
-3.871734987252155454e-06,-1.570022719551500190e+00,9.794192682862211896e+00
-7.268360089686244609e-07,-1.570014690065222540e+00,9.794198010069699478e+00
-1.730061043698964382e-06,-1.570012963801152850e+00,9.794203750023742217e+00
-7.673977978908726674e-06,-1.570020736842127951e+00,9.794208450078151884e+00
-2.745221998005850413e-06,-1.570026138463344711e+00,9.794211981036491821e+00
1.717377975787874581e-06,-1.570017893751559646e+00,9.794206073003387303e+00
-7.602016623033317267e-06,-1.570014785367599641e+00,9.794204834116637670e+00
-3.847014441254823031e-06,-1.570014506961533218e+00,9.794213337809127395e+00
-4.373801763436892493e-07,-1.570015080349793868e+00,9.794215729276887217e+00
1.228905199242838535e-06,-1.570010962326417125e+00,9.794209451264293875e+00
-2.136982642132433142e-06,-1.570014847907683198e+00,9.794214354067397821e+00
-4.591977624648866597e-06,-1.570021717164850505e+00,9.794216240246655047e+00
4.884247149771560200e-06,-1.570009958706003905e+00,9.794218306755396952e+00
-2.728252182549741498e-06,-1.570022857260763294e+00,9.794222615152101241e+00
5.496188922210221127e-06,-1.570011102529660141e+00,9.794219164010748102e+00
1.043234789806461755e-05,-1.570018150696984138e+00,9.794220223033345718e+00
-5.437182474850838628e-06,-1.570013065857113865e+00,9.794231274882276850e+00
5.288539135419760345e-06,-1.570014712530904744e+00,9.794230563756233465e+00
3.616591994874270769e-06,-1.570019889832322990e+00,9.794223026631454943e+00
-5.563510147612815034e-07,-1.570012013115922977e+00,9.794232749104100577e+00
3.255104459994247432e-06,-1.570016044653707254e+00,9.794231407916484500e+00
-8.370978901442623416e-06,-1.570017826176363984e+00,9.794235054214194491e+00
5.269231936390722855e-06,-1.570014554277021857e+00,9.794243130581909540e+00
1.022310009658478046e-05,-1.570014319862673258e+00,9.794240044793921740e+00
-4.649016426044652249e-07,-1.570021605173245849e+00,9.794241591717604223e+00
-1.269614590603894335e-06,-1.570017354001465248e+00,9.794239510120572589e+00
-7.230252100976496357e-07,-1.570011275038707410e+00,9.794243927201057076e+00
1.632659447480999109e-06,-1.570013243804217806e+00,9.794246332331718818e+00
-1.195196386771748475e-06,-1.570011736954496140e+00,9.794249908053194176e+00
4.148033416759492956e-06,-1.570012879926092397e+00,9.794248733719264521e+00
-6.344398777711842138e-06,-1.570005166339228930e+00,9.794250123286762033e+00
-4.252231917299403462e-06,-1.570021068694054112e+00,9.794252162278576535e+00
-2.517369463770542173e-06,-1.570026404172590651e+00,9.794252879217497210e+00
-7.031214677192521377e-07,-1.570014411900800377e+00,9.794254200496977703e+00
-6.096799613035416974e-06,-1.570020006511377852e+00,9.794258958774207713e+00
1.241697560667607385e-06,-1.570015252647735560e+00,9.794258583127673390e+00
5.580165914969902673e-07,-1.570010168108446180e+00,9.794260477819586086e+00
-2.232420647649303316e-06,-1.570014396258941680e+00,9.794270485498588030e+00
7.276483841017898504e-06,-1.570012924057770931e+00,9.794266583218943722e+00
5.314723622332629465e-06,-1.570019534964816055e+00,9.794257351092495512e+00
3.553306578512637330e-06,-1.570020763984155021e+00,9.794270671180079546e+00
5.787769610278741992e-07,-1.570013518314171019e+00,9.794271272127764050e+00
1.670079814932020789e-07,-1.570019728517417557e+00,9.794262481607077575e+00
-4.193577103959637952e-06,-1.570021549483102685e+00,9.794268788620010824e+00
-4.634689393748318696e-06,-1.570013715772042850e+00,9.794270883926410320e+00
2.627586926841919256e-06,-1.570010259650242768e+00,9.794273084407226548e+00
9.124776148280649705e-07,-1.570011257598610932e+00,9.794281801355886330e+00
-8.451253735577387075e-06,-1.570015475361243862e+00,9.794279353267613786e+00
1.588884088064308889e-06,-1.570018313032337742e+00,9.794288845406315502e+00
-9.479891443451816745e-08,-1.570015119911047918e+00,9.794285907798199631e+00
2.649485445926767795e-06,-1.570022398381160977e+00,9.794277256224964034e+00
-7.371917586992636789e-07,-1.570007501455074950e+00,9.794285672234325446e+00
1.524076750605221230e-06,-1.570021400093387420e+00,9.794296184017404983e+00
-8.127357957703823981e-07,-1.570016797444871326e+00,9.794289950703239711e+00
-4.664102051848383836e-06,-1.570023277672721651e+00,9.794292829655413257e+00
-1.000065615653889169e-06,-1.570023058429743879e+00,9.794282138897690615e+00
4.481437511937702110e-06,-1.570013901430511893e+00,9.794290274135095231e+00
-6.127110319047776063e-06,-1.570015928006706529e+00,9.794300197232187699e+00
-2.301296415640849999e-06,-1.570017400028313803e+00,9.794306933522038960e+00
-2.857408262458267757e-06,-1.570025091411751728e+00,9.794297001167974415e+00
6.157294010594601441e-07,-1.570013070808251587e+00,9.794297026677043050e+00
-3.024417369340669886e-06,-1.570015874665884992e+00,9.794301709002205314e+00
-8.687886598691715219e-06,-1.570020948056753740e+00,9.794314683368755325e+00
-5.940333556403767766e-06,-1.570019625681800868e+00,9.794301465912880644e+00
3.375694118611740089e-07,-1.570020635804904030e+00,9.794309077490135351e+00
-3.800761671513815349e-06,-1.570023350072323964e+00,9.794311225778077556e+00
-8.469081188503968397e-06,-1.570013158347618676e+00,9.794312612366205428e+00
-2.284112185043044012e-06,-1.570013871241768832e+00,9.794318031949522663e+00
-6.694222621656341906e-08,-1.570021576384278195e+00,9.794317356827326293e+00
-2.247670221674747680e-06,-1.570015419441065596e+00,9.794328513610782494e+00
-6.026447079923412251e-06,-1.570014838985756001e+00,9.794318129664368655e+00
-3.645902290343053160e-06,-1.570021129327942466e+00,9.794323292457788099e+00
-7.691913093950011776e-06,-1.570013712836290320e+00,9.794328667444601066e+00
-4.723028203864194106e-06,-1.570018505963185707e+00,9.794329065342827434e+00
-4.494817887016068131e-06,-1.570016514569429145e+00,9.794328755602940362e+00
-2.922442966853076496e-06,-1.570014079542090935e+00,9.794334136369528210e+00
-2.895828452207934049e-06,-1.570010923935912350e+00,9.794331822585487402e+00
3.388140743381156249e-06,-1.570018981569556882e+00,9.794339286494381014e+00
-1.980131567120510504e-06,-1.570020517970679208e+00,9.794332648746095771e+00
-2.777214843580189210e-07,-1.570023032853389955e+00,9.794326816602701768e+00
-2.584282295630504873e-07,-1.570015004523246827e+00,9.794338114973266229e+00
-6.500949048875637174e-06,-1.570016856464795829e+00,9.794343296707165081e+00
-2.954624238318517943e-06,-1.570024329601802382e+00,9.794349360391361614e+00
-2.217905774874846077e-06,-1.570014467132253122e+00,9.794348292151543234e+00
2.908747235627718037e-06,-1.570019365747395756e+00,9.794351068043589237e+00
-3.423602802878091029e-06,-1.570019043538735781e+00,9.794348229144054230e+00
8.789791805695923247e-07,-1.570012863448777773e+00,9.794344729236804881e+00
-3.854217790983394064e-06,-1.570016097828428103e+00,9.794353275497346800e+00
-5.879307971665467187e-06,-1.570014818376220811e+00,9.794356632619747316e+00
-8.926141949864179003e-07,-1.570018236022441060e+00,9.794355419263178320e+00
-2.925740177654859540e-06,-1.570021481275964748e+00,9.794357437621904694e+00
2.286752786424582366e-06,-1.570021727394855571e+00,9.794357297483342606e+00
1.262518312941997222e-07,-1.570012637080505646e+00,9.794364159193797548e+00
-2.206100280670186336e-07,-1.570012310216384099e+00,9.794366744234032751e+00
8.155334925889075039e-07,-1.570020151046777723e+00,9.794360568811290690e+00
2.120882285847384678e-07,-1.570012290140406108e+00,9.794361738361802239e+00
4.353086679692737791e-06,-1.570019828618086644e+00,9.794364116117804997e+00
3.395843922721600959e-06,-1.570018652399574055e+00,9.794367705956723569e+00
1.935065467966501541e-06,-1.570016517675521195e+00,9.794373482818865995e+00
1.747777059405417202e-06,-1.570016949278770335e+00,9.794370666560681116e+00
-6.919079520909440423e-06,-1.570014137203864291e+00,9.794376812506660812e+00
-2.138962400876130813e-06,-1.570018179961496285e+00,9.794374009941016368e+00
-5.798833878723532299e-07,-1.570022260707521378e+00,9.794380942133782852e+00
-1.446259402501551431e-06,-1.570023455355771480e+00,9.794380008262704607e+00
-3.063027976157803498e-06,-1.570020225142025883e+00,9.794379203395461531e+00
2.864561876203735404e-06,-1.570024059625823920e+00,9.794384651852427126e+00
4.287437848030784451e-06,-1.570021678439927015e+00,9.794384486303666648e+00
-1.347103118601220883e-06,-1.570015280308254990e+00,9.794386464703995543e+00
-1.966500953972198267e-06,-1.570023139724457728e+00,9.794384014322279342e+00
-4.729273441309908481e-06,-1.570017900610997108e+00,9.794390056567458203e+00
-1.838995355704946851e-06,-1.570008428843640225e+00,9.794393552751060383e+00
-4.043135092932305570e-06,-1.570021609506283555e+00,9.794397010159929806e+00
1.725071440476811744e-06,-1.570010388577568472e+00,9.794391084638736089e+00
-1.738369029899610763e-06,-1.570011419125271201e+00,9.794396204590322341e+00
-5.290221676631878152e-07,-1.570022722466472009e+00,9.794404559916582542e+00
4.156679093210126236e-07,-1.570023546332267594e+00,9.794398136934461263e+00
-4.673269317285219056e-06,-1.570014290818579017e+00,9.794404105674953342e+00
-1.863568013555958277e-06,-1.570018124596306963e+00,9.794401842056494445e+00
-3.693027613828601668e-06,-1.570021914431009913e+00,9.794410642761942398e+00
2.807156918507237410e-06,-1.570017045341751016e+00,9.794409975829514892e+00
-5.691752104870185936e-06,-1.570026377332047529e+00,9.794407207287916250e+00
-1.453609531285386467e-06,-1.570014225129971130e+00,9.794409453118406716e+00
1.098324702558590449e-06,-1.570016443199352185e+00,9.794417203280797679e+00
2.686893205779651767e-06,-1.570016712664640712e+00,9.794416618865245283e+00
-4.529388171290880185e-06,-1.570016117908853648e+00,9.794414876708923856e+00
2.209868552294773041e-06,-1.570014137458956238e+00,9.794412675821959624e+00
1.382738325775765836e-07,-1.570021317550561513e+00,9.794424559164900401e+00
-5.773072219245259198e-06,-1.570021765337085595e+00,9.794426402838757539e+00
-7.857410755664208601e-07,-1.570017867614654561e+00,9.794424602522211032e+00
-2.521847195600995640e-06,-1.570021335742824764e+00,9.794424364696203256e+00
-7.468848097980055712e-07,-1.570010933346743576e+00,9.794429253333897023e+00
5.694190586756502269e-07,-1.570015049999587076e+00,9.794433161552094091e+00
1.350218443088981969e-06,-1.570024020480101257e+00,9.794427049469776492e+00
1.469344229147666101e-06,-1.570009297757965161e+00,9.794434432461315509e+00
-3.250152868808201513e-06,-1.570018879523782163e+00,9.794440257925076665e+00
2.961730547309601035e-06,-1.570017931939403644e+00,9.794432270686316500e+00
1.166745699136145865e-05,-1.570018286181082523e+00,9.794443399390058147e+00
-1.438071409945137985e-06,-1.570015317609114280e+00,9.794442832226801343e+00
-1.398538371314812919e-06,-1.570016527514904281e+00,9.794442390739964921e+00
1.434873887834642392e-06,-1.570020733541836799e+00,9.794440628421799744e+00
7.474007448589020837e-07,-1.570007753882519674e+00,9.794452079569365921e+00
4.310638832659893839e-06,-1.570020810116835808e+00,9.794450370591983202e+00
-1.780243888275071495e-06,-1.570021329322811576e+00,9.794457049653541247e+00
2.308842318895005728e-06,-1.570020672467397960e+00,9.794445973859328802e+00
-1.788713396850550217e-07,-1.570023386381038666e+00,9.794461527106118837e+00
-3.394613269491986628e-09,-1.570022439600984976e+00,9.794454887740201343e+00
7.641421279154803547e-07,-1.570027849320031477e+00,9.794457913953619865e+00
3.760240596518602591e-06,-1.570023258443761893e+00,9.794464059701544656e+00
1.661604513904477096e-06,-1.570020970132936844e+00,9.794458792783728995e+00
4.507431395529210827e-06,-1.570020343645414762e+00,9.794461107564547575e+00
2.270562353850405869e-06,-1.570017053938220997e+00,9.794468971232520360e+00
4.448481514872801721e-06,-1.570017305693324650e+00,9.794466123702296301e+00
-3.976091055263269049e-06,-1.570017871684918020e+00,9.794468091012362265e+00
-1.672565280649698549e-06,-1.570026674606870065e+00,9.794476013751816978e+00
-2.908732446737043555e-06,-1.570016997426401550e+00,9.794477240148058428e+00
-5.089558107151030332e-07,-1.570014802817085275e+00,9.794470993730314490e+00
-3.184913502073451574e-06,-1.570015641627170000e+00,9.794473113997225866e+00
3.431361164581220062e-06,-1.570025967022970814e+00,9.794476163283315273e+00
-6.203702551554425455e-06,-1.570021422127518829e+00,9.794480733278014384e+00
2.541125634755080886e-06,-1.570018184890835444e+00,9.794474553167964004e+00
9.432766072042563708e-07,-1.570017095730431356e+00,9.794475196346017043e+00
-5.464623074243746654e-07,-1.570016154282719789e+00,9.794489078497361945e+00
5.053325006972624895e-06,-1.570015323937404395e+00,9.794486027047332399e+00
-8.838237041362913320e-06,-1.570012946125092457e+00,9.794491429750209477e+00
-2.020980908161370358e-06,-1.570020690082666537e+00,9.794491309852361383e+00
-1.043327854801756770e-06,-1.570016631415972475e+00,9.794491228371127178e+00
-6.560287791532645204e-07,-1.570022504787800699e+00,9.794485405727334282e+00
4.736314643633468564e-06,-1.570018641786839586e+00,9.794505476477645800e+00
-4.143473909781190029e-06,-1.570021782702751389e+00,9.794500581393485561e+00
-4.932399452957004624e-06,-1.570015747276284346e+00,9.794493765813989228e+00
7.872738416600828042e-06,-1.570006120150836848e+00,9.794497322814619267e+00
3.230131144637400023e-06,-1.570016745076246112e+00,9.794507992298020937e+00
-5.647527897878977957e-07,-1.570013509385003392e+00,9.794503876173557444e+00
-8.082691021846634909e-06,-1.570018822950582926e+00,9.794511020319653483e+00
-4.245730537452677261e-06,-1.570016291459179980e+00,9.794518684680847187e+00
1.934215273027927388e-06,-1.570019853788406916e+00,9.794512776795249565e+00
7.588783083931403169e-06,-1.570017269842219010e+00,9.794515653732762672e+00
-2.003965114605608733e-06,-1.570015204789193763e+00,9.794523576605477899e+00
2.157900997980062261e-06,-1.570013399070123272e+00,9.794518839041035818e+00
-8.598792349271457155e-07,-1.570017716418300902e+00,9.794518842975101336e+00
2.899758706531211298e-06,-1.570018645260252033e+00,9.794512655564954429e+00
1.349265872108670640e-07,-1.570021512872219915e+00,9.794518673325757874e+00
2.216441010024809566e-06,-1.570012132218488121e+00,9.794522786302637840e+00
-1.960644165917959602e-06,-1.570021986849658990e+00,9.794521510339080805e+00
-7.415459710412934647e-06,-1.570022463485108322e+00,9.794532536255632138e+00
-6.397990327076865852e-07,-1.570022365016826127e+00,9.794532699604493686e+00
-4.351548868473042909e-06,-1.570018046997960104e+00,9.794537915066340972e+00
-1.389945005117834474e-06,-1.570014261791944810e+00,9.794539236566336626e+00
5.324976504429620350e-06,-1.570028934733248116e+00,9.794537255452045343e+00
5.795633062812822888e-06,-1.570008863344970251e+00,9.794535315957803689e+00
2.083662667233120247e-06,-1.570013913428475405e+00,9.794537067010676168e+00
3.156698121002631364e-06,-1.570019630109105391e+00,9.794540202961295350e+00
-5.031109040957569651e-06,-1.570015664136032330e+00,9.794539777111426204e+00
1.142546312156410920e-06,-1.570017492802667114e+00,9.794541886882452530e+00
-4.941877955462415441e-06,-1.570024945610682954e+00,9.794551546226147209e+00
2.234118218243433608e-06,-1.570017744895991108e+00,9.794554887613649896e+00
-3.840554819045420263e-06,-1.570017682966666772e+00,9.794541224389311296e+00
-5.822781806110859498e-06,-1.570020912919203981e+00,9.794554791469625599e+00
8.066978937350288939e-06,-1.570021288800476311e+00,9.794555367628980491e+00
1.342755752101940505e-06,-1.570016268726296182e+00,9.794559939575385954e+00
4.307419134204647179e-06,-1.570018554611776418e+00,9.794559331844935102e+00
-2.711897162270080591e-06,-1.570018276190506157e+00,9.794560068243210793e+00
1.536072933298864526e-06,-1.570022805823040768e+00,9.794568933777853204e+00
-8.858999959825336802e-06,-1.570023056989397814e+00,9.794565061877721135e+00
4.319079699084874415e-06,-1.570021117937516086e+00,9.794563539819417741e+00
-2.275283759882372121e-07,-1.570014268116724621e+00,9.794574214368449105e+00
-4.029799079613380273e-06,-1.570018608311663177e+00,9.794570687695578926e+00
9.929405116561766323e-06,-1.570020172926667401e+00,9.794574264399326324e+00
-3.336307824495211608e-07,-1.570021358975898007e+00,9.794569510828701198e+00
-1.449770858022955897e-06,-1.570017553736473337e+00,9.794580289624654768e+00
7.707251237408158838e-06,-1.570015676840919694e+00,9.794583229906013599e+00
-5.812779435214769972e-06,-1.570019337713720153e+00,9.794578668377997843e+00
1.716898466540243724e-06,-1.570013835479122655e+00,9.794578302227007427e+00
8.092628177235902345e-06,-1.570026984530351166e+00,9.794589386958310939e+00
-2.597480055374121619e-06,-1.570012485194945295e+00,9.794591439694039892e+00
2.001801687350262441e-07,-1.570023165795005671e+00,9.794595084874451629e+00
-1.483210658282257381e-07,-1.570026352082207977e+00,9.794590832988824047e+00
5.647856929558578942e-08,-1.570018407669351079e+00,9.794594147485803148e+00
3.878028705688329167e-07,-1.570025905974671065e+00,9.794593352654533902e+00
1.735995642860087050e-06,-1.570021964075803078e+00,9.794599365591583506e+00
7.030494537501467061e-06,-1.570018281766412560e+00,9.794598438613487446e+00
-2.142143778234929230e-06,-1.570022289445449859e+00,9.794605682197376595e+00
-4.898460974315082151e-07,-1.570022386328819408e+00,9.794606255481522084e+00
8.897685128170497360e-07,-1.570022934735222142e+00,9.794599637360601463e+00
6.190155758205876719e-06,-1.570026267243257889e+00,9.794601170456925132e+00
-2.022182768186033477e-06,-1.570017023709423754e+00,9.794607398300291479e+00
-5.333873414836392724e-07,-1.570016387220262377e+00,9.794609313404338380e+00
2.143149402084246874e-06,-1.570018326584877055e+00,9.794607274073507952e+00
1.378081321251208257e-06,-1.570022892727424679e+00,9.794611182200327448e+00
3.606801793649963290e-07,-1.570021181214447559e+00,9.794619057814733409e+00
-1.107618613773774827e-06,-1.570016998206462011e+00,9.794618299047852972e+00
1.082698915994153050e-06,-1.570010993014361311e+00,9.794622190806016704e+00
-5.650446002213165945e-06,-1.570013966138567252e+00,9.794626034164366501e+00
-3.936380475791145419e-06,-1.570021902079528076e+00,9.794621316922574650e+00
-2.497232757822756265e-06,-1.570021829414948167e+00,9.794625913298398601e+00
4.447532680308706395e-06,-1.570016694599305263e+00,9.794625190715986918e+00
2.514314811508888767e-06,-1.570022929562267189e+00,9.794625355492303953e+00
9.749824781928141668e-06,-1.570021215523714098e+00,9.794629925695746309e+00
8.934403534716422868e-07,-1.570020778191826505e+00,9.794638196463044011e+00
7.737429477062653243e-07,-1.570015701160469845e+00,9.794634073741219638e+00
-2.508103804338889413e-06,-1.570024237354559649e+00,9.794640312146345451e+00
3.087336294557906099e-06,-1.570022232212185065e+00,9.794629795443116294e+00
-3.460618823522705454e-06,-1.570018390235936145e+00,9.794644327200412448e+00
-2.168017980672457589e-06,-1.570022983213699597e+00,9.794646508353633152e+00
-1.936955003411547667e-06,-1.570014560289949346e+00,9.794643837320661461e+00
4.573694000603464580e-06,-1.570014106604247894e+00,9.794641082346304373e+00
9.524528804176669174e-07,-1.570016847740128174e+00,9.794645962513609305e+00
3.622753148327563042e-06,-1.570017530723377241e+00,9.794652748480830340e+00
-9.239115200475780373e-06,-1.570018457685383950e+00,9.794645703136934500e+00
-1.424851605334978451e-06,-1.570023403414148921e+00,9.794663360221806059e+00
-1.288792737221269640e-07,-1.570016982831306862e+00,9.794645137846812233e+00
-2.086148509777821800e-06,-1.570015483659569444e+00,9.794658502329852467e+00
-6.409003736142839364e-06,-1.570026670900482646e+00,9.794662507558518527e+00
2.397217569960830756e-06,-1.570017674844186084e+00,9.794663182036071447e+00
-5.158015808708164603e-06,-1.570011947070824476e+00,9.794660632650307619e+00
2.510430690170046393e-06,-1.570022602827261027e+00,9.794667792973010378e+00
-3.042345411309813899e-06,-1.570020722700784299e+00,9.794665647374168671e+00
6.685990740459976895e-06,-1.570016584765745682e+00,9.794661689559530870e+00
4.260811694339978907e-06,-1.570025649106486343e+00,9.794666490959647476e+00
-2.330321589674454873e-06,-1.570014103360537039e+00,9.794667483585058676e+00
-1.780266858923548375e-06,-1.570022026340640364e+00,9.794673909232923137e+00
2.664726707879298634e-06,-1.570022345131530717e+00,9.794679532036905556e+00
8.083914203077191565e-06,-1.570013743190158850e+00,9.794678349921577265e+00
-1.085539088024085744e-06,-1.570025688963328614e+00,9.794688698059445642e+00
-8.237701701096222998e-06,-1.570021159157728441e+00,9.794685421861332841e+00
-9.042897359865372599e-06,-1.570025092032193648e+00,9.794682404891737804e+00
7.379585961582837270e-06,-1.570016303857010298e+00,9.794685754351347029e+00
-5.057003392588328388e-06,-1.570021206714182105e+00,9.794693063707203606e+00
-2.094466209533970999e-06,-1.570019502751740514e+00,9.794683543429385963e+00
3.981303896281846031e-06,-1.570018139484073982e+00,9.794687208769715880e+00
7.127737898185554006e-06,-1.570026349966175294e+00,9.794694899263129528e+00
1.100502371864404017e-06,-1.570029338923874862e+00,9.794699556191025280e+00
1.142234739014445052e-06,-1.570020093983810261e+00,9.794696018345922184e+00
7.956530022830273372e-06,-1.570026038005815749e+00,9.794696188192935082e+00
2.449582222572847226e-07,-1.570017714312882395e+00,9.794696640690911948e+00
-4.370586212373237961e-06,-1.570024348630499444e+00,9.794698663672283701e+00
1.144206334547903569e-06,-1.570017002059050482e+00,9.794695780725380274e+00
2.756332839283032235e-06,-1.570021434384559100e+00,9.794706387384305657e+00
3.096214131980731816e-06,-1.570014072578511888e+00,9.794711368711984889e+00
4.914718415442184365e-06,-1.570020865575116664e+00,9.794707686224603194e+00
1.192733211578808438e-06,-1.570017258790407766e+00,9.794705608066587743e+00
