gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-3.640618246825028711e-03,1.522160604015684795e-04,-2.837527463649078957e-02
-3.219799435421839828e-03,-2.716799295918567096e-04,-2.568472977829102180e-02
-3.377704158952417671e-03,2.272471308183181206e-04,-2.277763030179175835e-02
-3.524502634967630662e-03,9.023684261273392159e-05,-2.046574562484874960e-02
-3.738702580193445802e-03,2.374400426183101160e-04,-1.796289760337614269e-02
-3.349474851593302674e-03,2.975468431143131606e-04,-1.571794767114708530e-02
-3.659127139526858249e-03,-5.639897773914424013e-06,-1.407639001320655850e-02
-3.789045879909691984e-03,-8.701746636494457079e-05,-1.258539020825544426e-02
-3.615532184296970340e-03,2.865838372696731659e-04,-1.059079669472270425e-02
-3.551629874103207074e-03,2.895979874519751126e-04,-9.465035330627086588e-03
-4.650614737874491506e-03,-9.205278751144897143e-06,-8.348304507040570088e-03
-3.806523181547099861e-03,-3.034749053618854254e-04,-7.479122230123134464e-03
-3.962745502518891239e-03,1.694417382904843503e-04,-6.901047541274421548e-03
-3.346582796148055757e-03,2.105043811454105371e-04,-5.750110664548439832e-03
-3.689672954344837275e-03,1.256669779597843338e-04,-4.613255075790014155e-03
-3.052023529705386821e-03,-4.595347836004466235e-04,-4.065273503194366707e-03
-3.613294710752070881e-03,4.543458805053233714e-04,-3.538732056891583620e-03
-3.558219589175674880e-03,-1.996572784284281229e-05,-2.500917595248527189e-03
-3.252119984797987012e-03,5.078403875690058224e-04,-2.031142416408215738e-03
-3.348019205426951746e-03,3.937819968641016852e-04,-1.692206868883063074e-03
-3.927139914788434737e-03,2.552405638560018768e-04,-1.969771356821636409e-03
-3.576341535064203256e-03,2.986850981912127331e-04,-1.102243561519515710e-03
-4.081890290460136322e-03,3.626139974596861559e-04,-1.048732786752663371e-03
-3.490321065783430141e-03,1.111624363486341227e-04,-7.591191208598767337e-04
-4.213250224723148057e-03,1.755692047757647441e-04,-6.144492544373953997e-04
-3.632246674604888009e-03,2.311988885210525821e-04,-4.666214170544387440e-04
-3.854531512410084432e-03,-4.546061958591180179e-04,-9.432290971601854873e-05
-3.445908560663320588e-03,7.196318914387162826e-05,5.718405213440428065e-04
-3.427650222057056738e-03,2.764874260147942735e-05,1.442535783198277497e-03
-3.398690518620376029e-03,1.805500886922126430e-04,1.102148994132439623e-03
-3.000634077878792678e-03,6.484065992393875204e-04,1.221713473356303946e-03
-3.769524819113868105e-03,3.860286940685878250e-04,1.264411482625079882e-03
-3.479595108610602106e-03,-1.286208767805937646e-04,1.005198008673248216e-03
-3.398221996074877842e-03,-1.456435389263577383e-04,1.512884454192977429e-03
-3.311045291717008496e-03,-9.027805003452004382e-05,6.911755785944532007e-04
-3.362338460945161252e-03,-2.830860118809090100e-04,1.993087141482786581e-03
-4.611871263938110109e-03,7.497145095218118527e-04,1.354899935380328435e-03
-4.060577913865969120e-03,2.923041151936192497e-04,1.647852403697803482e-03
-3.999310189569497964e-03,7.777757333943807066e-05,1.499770333512946306e-03
-2.797327689703302343e-03,-3.672252274270091320e-04,2.289914852840221719e-03
-3.509194987269153784e-03,8.025524387002073155e-05,1.422969457980903041e-03
-3.111677495957945044e-03,1.927118326652430761e-04,1.736505104178057840e-03
-3.641309418390170725e-03,2.802391133030589904e-04,1.596793127493610067e-03
-2.827869271234729771e-03,7.002234517431859704e-04,1.833907384046410630e-03
-3.132318096529080990e-03,-3.773932661303088404e-05,1.971585913915458160e-03
-3.810033276832835731e-03,6.313520291421119640e-04,1.738570288305481748e-03
-3.402836252335222390e-03,9.741153954689110977e-04,1.779309840467046622e-03
-3.317569511882439894e-03,3.119939828387268462e-04,2.023814599262510790e-03
-3.816590637539502007e-03,3.909377805593899110e-04,2.018882061271007420e-03
-3.450301278969189131e-03,2.434971713432534587e-04,1.856858658628838610e-03
-3.713743593897446665e-03,2.829906201618748152e-04,1.880700041627513192e-03
-2.954254193888370111e-03,1.628662656115385235e-04,2.611663103723300527e-03
-3.919829482238301049e-03,-4.078643744514346650e-07,2.090390268869275498e-03
-2.987999210314104970e-03,2.821465881084104870e-04,2.535171843600687695e-03
-3.134424855677778003e-03,-1.523997397894468267e-04,2.232325901091285637e-03
-4.294287104134887276e-03,-9.812430990205381852e-05,2.203199072281344841e-03
-3.762624578478489940e-03,2.250465643410434194e-04,2.093998157243251966e-03
-3.161876221103565674e-03,3.505076842111574139e-04,1.696409719603825814e-03
-3.124221797586978610e-03,4.576636395784442141e-04,2.484369405794574753e-03
-3.685519301964512370e-03,-2.357599779854920933e-05,2.263449063427487931e-03
-3.432863491371678562e-03,1.893040040159142581e-04,2.249526711660785380e-03
-3.231886559405123139e-03,3.221758336669731395e-04,2.200785389780461187e-03
-3.406616545882500558e-03,3.984242910102532001e-04,1.951732415667798868e-03
-3.638380288393364831e-03,-2.786276945436393852e-04,2.288820082827011312e-03
-4.151583204819756998e-03,-3.799954256853905251e-04,2.323399727713953197e-03
-3.811650355627211034e-03,-3.810865308374862081e-04,2.701089298654310751e-03
-3.541370544664931494e-03,-2.082462111504466127e-04,1.836505863358014632e-03
-3.667940525031809871e-03,-3.171228818425536004e-04,2.133940854509783214e-03
-3.943855246077131345e-03,3.145827615234601132e-04,1.684324193765246317e-03
-3.420035667121339596e-03,-3.595474297795463344e-05,1.981104994703088585e-03
-3.351662779044979178e-03,1.087054228676005348e-05,2.329817005397687591e-03
-4.140843564614758547e-03,8.500410308134428365e-05,1.938299652392872678e-03
-3.591099322921405268e-03,8.865985230933120446e-05,2.505540946122879371e-03
-3.138345078299979631e-03,-2.060372950461851352e-04,2.065321413554635152e-03
-3.834321225411667540e-03,7.801703277714876108e-05,1.924430701920603216e-03
-3.636237523782302316e-03,-4.270769081136533687e-04,1.932962516220836568e-03
-3.899242697648456612e-03,5.596691529860868498e-04,1.922501589946530066e-03
-3.180309982268295435e-03,3.214155842968066017e-04,2.443671814439890653e-03
-4.171955516429307065e-03,-2.401235864344928900e-04,2.014826708395657615e-03
-3.606936145219789142e-03,4.772660422833351524e-04,1.863010009655038501e-03
-3.554281702248857002e-03,7.866475685151761441e-04,1.768853233330686938e-03
-3.241798286775737000e-03,-3.493247263517189295e-04,2.426706437326318650e-03
-3.490500231095912485e-03,1.407400340071683219e-04,2.586875456507418871e-03
-4.057029034397631635e-03,2.707184535663835403e-04,1.744130849975504246e-03
-3.877339610876748971e-03,3.326608121471584197e-04,1.879865131085694261e-03
-3.464608586929550198e-03,-8.769956796422278742e-05,2.818090426481130017e-03
-3.587205478758428295e-03,1.282081496374841965e-04,2.624862836324272797e-03
-3.482514407023297367e-03,-2.926613373752051336e-04,2.100993951804160445e-03
-3.778442152216070389e-03,3.626340295471294707e-04,2.608959874375458426e-03
-3.950263535892648697e-03,-6.078360068894753717e-04,2.374172952685769163e-03
-3.988662338324806995e-03,-1.280966748585066304e-04,2.063230618223708002e-03
-3.169812499861570688e-03,-2.992853480283146008e-04,2.544090024620417403e-03
-3.428562721716489105e-03,2.885536867421402462e-04,1.800927598843932685e-03
-3.545938443378135203e-03,1.934428438456954364e-04,2.308872106477132674e-03
-3.370780979277981492e-03,-1.040577218802451792e-04,2.824622421197241738e-03
-3.712996769242053394e-03,-1.043534088134655445e-05,2.222092359275698332e-03
-3.130657873780084109e-03,4.729189872874223492e-04,2.535298259071964034e-03
-3.384087941417107930e-03,-2.270604186071083523e-04,2.083674597081403186e-03
-3.517902044480171984e-03,-2.861550370987920428e-04,2.086235059971713445e-03
-3.624342249520468972e-03,1.323315636735338376e-04,2.473000236951429336e-03
-3.785210328595624892e-03,4.673957534709267166e-04,1.795112756993583669e-03
-4.014905137476204935e-03,2.586937789375029842e-04,2.037916503094978297e-03
-3.764182268182504013e-03,-1.028312236140491306e-04,2.139696997896773853e-03
-3.060431751260765144e-03,2.364634354544063277e-04,2.259513468193431393e-03
-3.642383722559713356e-03,1.388162426140569577e-04,2.240999209223695256e-03
-3.843230792028192594e-03,4.458920192991905882e-04,2.440109390637868175e-03
-3.656242615027462204e-03,4.964582429713417454e-05,2.504093977679552538e-03
-3.707429854118697576e-03,4.324051836680156561e-04,2.008213203131866808e-03
-3.870313912079278214e-03,3.893923451614549340e-04,2.508647805157499834e-03
-3.496257612612390514e-03,-4.078913406179290055e-04,1.698919980342538608e-03
-3.092309079561161595e-03,-2.673040842491609660e-05,2.391869179359390647e-03
-3.710777653299684488e-03,1.118314914205670882e-04,1.983536939725037522e-03
-4.390106663379837564e-03,-3.324512606910145167e-05,2.435098891292952327e-03
-4.006489702615832066e-03,2.237879601115365101e-07,2.340563653945029569e-03
-3.287032949928899925e-03,-5.897103355476325163e-05,2.719909879532676246e-03
-4.110777649982607154e-03,3.548183046946064767e-04,2.391432690281749922e-03
-3.494362747859202072e-03,3.592936070944899719e-04,2.186043587135251803e-03
-3.610341500561432999e-03,1.239895507099085413e-05,2.271933604946761807e-03
-3.332605014646082293e-03,-2.072999516135545935e-04,2.293229566757410895e-03
-3.237898246273907422e-03,4.719890211342808457e-05,1.771232876642745997e-03
-3.981836414217555103e-03,1.450032038164468951e-04,1.583024961120600141e-03
-3.725444222653669871e-03,1.283483271136805150e-04,2.477264867081406963e-03
-4.190706818318096216e-03,-5.680296127210062622e-04,2.259751811019860591e-03
-3.544321310131098770e-03,8.068688130462482472e-04,1.738274784727049339e-03
-3.741533190408703139e-03,-1.966919193467683955e-04,2.201585661343128959e-03
-3.085759877567660885e-03,-4.486671867446166429e-05,2.054219629965119490e-03
-3.732816165985833930e-03,2.676817651185529133e-05,1.862337312029230946e-03
-3.788423568891927020e-03,-1.134363332398483333e-05,2.480954094397667693e-03
-3.462862989220165128e-03,3.760894425459454971e-04,2.250887967820109671e-03
-4.013180882203508902e-03,1.425111672735536830e-04,2.577043756198635609e-03
-2.974696226902598471e-03,2.113442301361130756e-04,2.537455220117872806e-03
-3.780559548372572354e-03,3.836143163329948499e-04,1.768897425899592681e-03
-3.741520316639788523e-03,6.043225483588966123e-04,2.429639640141530426e-03
-4.189382865975583951e-03,-3.674973845280544126e-04,2.346764574762376029e-03
-3.830948280133244545e-03,-5.888020544649896250e-04,2.407090006639933579e-03
-3.636846685324443464e-03,8.682099959552648147e-05,2.102283453668958232e-03
-3.345493151028379637e-03,-2.210239133276961480e-04,2.274838186776893378e-03
-3.643385949807188481e-03,-2.715110295249107243e-04,2.712152780283192885e-03
-3.518774170355238283e-03,9.654154754611445890e-04,2.173277858317215414e-03
-3.431514398947950288e-03,1.032242394103596330e-04,2.175384095389463514e-03
-4.126932949767909108e-03,4.759212944591329386e-04,2.520454121672477312e-03
-3.605853345573475661e-03,-3.660840977887082565e-04,2.491542164410102955e-03
-3.671665165098549153e-03,-1.940868660215746546e-04,2.392688601350804675e-03
-3.954144074590116784e-03,3.149114319735757460e-04,1.776475607043795021e-03
-3.894597546107696033e-03,-1.510696858962311826e-04,2.013429017410328994e-03
-3.909457930072307227e-03,2.923474813424847894e-04,2.412583529252674934e-03
-3.696468560368101376e-03,-3.145431048970147130e-04,2.386604901311110884e-03
-4.172832073069832753e-03,1.914645068462940154e-04,1.911276569375681749e-03
-3.757772064566661848e-03,3.652176302718958007e-04,1.806274038139000495e-03
-3.140461303194085931e-03,-2.332392255559587245e-04,2.648357400102233517e-03
-3.369028683461040407e-03,1.354820249470810236e-04,2.214057569543983334e-03
-3.414286426816849976e-03,-1.795068254630026718e-05,2.637785295372376427e-03
-3.855093075900195392e-03,9.922279120628532331e-05,1.719443445844099456e-03
-3.565119826909926223e-03,-8.797736275317411241e-05,2.098462799116664057e-03
-3.929946481939986316e-03,8.582006447545074230e-04,2.137168444336493001e-03
-3.880259745031114111e-03,-1.556064475639182731e-04,2.180560182452447905e-03
-3.497706984960588950e-03,-9.148732669061232004e-05,1.729259215153044820e-03
-3.245243992556009691e-03,-8.091184756092464046e-05,1.965159671549351027e-03
-3.499441259553096734e-03,-1.446303235824340944e-05,2.240521293628887790e-03
-3.478882113064157844e-03,4.358847139039618689e-04,1.734182135967428200e-03
-3.479967719629976312e-03,4.564228518975494396e-05,2.015588736350966761e-03
-3.257794280877339670e-03,-1.035954026948279094e-04,2.497678143385946917e-03
-3.430617468361684894e-03,1.404737875743036063e-04,2.587445211864357504e-03
-3.625065350344164068e-03,-4.920772759024829874e-04,2.140026123542496713e-03
-3.768613315115142831e-03,3.236919786186182447e-05,2.023327329570430953e-03
-3.778990760512623663e-03,6.172840193120183820e-05,1.945711511451816153e-03
-3.859998414338242003e-03,2.413878468804562768e-04,1.975320900233352300e-03
-3.972958760981519510e-03,-2.470595850493218079e-04,1.961781923519278527e-03
-3.615989864377325801e-03,2.619675920879580835e-04,1.849620034257939971e-03
-3.385845116955386088e-03,-7.813182202646140053e-05,1.925103506149973337e-03
-3.333813618863769399e-03,2.925737990566743625e-04,2.154182138307609434e-03
-3.231785796543661365e-03,6.383855247414041518e-06,2.070179808928686738e-03
-3.750461900160678274e-03,-2.454783255995351165e-05,2.458391010721939704e-03
-4.123053006056614199e-03,4.993344060014263128e-04,1.669456676867218893e-03
-3.658149888119635422e-03,2.124461496074484782e-04,2.021975059690657439e-03
-3.629136424344143845e-03,-5.254809977836232926e-05,2.433836418987997928e-03
-3.385724335618585119e-03,4.349269063393289758e-04,2.119418544105894104e-03
-2.945601129220605519e-03,-5.536130040071318253e-05,2.452671670713506887e-03
-3.223999197469063199e-03,2.129587231384552203e-04,2.616659900888148715e-03
-3.553971164415029287e-03,1.267578643409636495e-04,2.104258906292506663e-03
-3.791093566493121229e-03,-6.394155913726113109e-04,2.613333901743000818e-03
-3.692808106075282787e-03,2.028565546571247378e-04,2.401541805235090938e-03
-3.641837554250299501e-03,-3.443329721152577939e-04,2.007313728775387846e-03
-3.646089972464849893e-03,-6.725703420911432204e-04,2.194300591338770642e-03
-3.797588294014982678e-03,8.031600785024910487e-06,2.289949808366945321e-03
-2.957445161444595058e-03,1.935834176773002370e-04,2.189877079725317723e-03
-3.088212020639215065e-03,-1.055341169614492297e-04,2.150248292602392405e-03
-3.811442953822118899e-03,1.329313499023098495e-04,2.329891275275334378e-03
-3.381878432567561252e-03,-2.966556820502933033e-04,2.412471019169489580e-03
-3.894933602293214597e-03,5.699282215532478976e-04,1.836136682011896976e-03
-3.492834503085212594e-03,-1.960118844136090569e-04,2.083756744646009327e-03
-3.607337685168965791e-03,3.299099988517123624e-04,2.111610776539781138e-03
-3.410146298245834897e-03,-2.974330864783089937e-04,1.628753665706947611e-03
-3.740578928785212413e-03,-6.942972146634121241e-04,2.350972279100818629e-03
-3.912477318413658429e-03,4.613437815910288948e-04,2.391793004033162823e-03
-3.322710116630980034e-03,6.800126247209506642e-04,1.386110524806538798e-03
-2.893282619241627218e-03,-1.277048233172942192e-05,2.615203593114749127e-03
-3.643883047242368542e-03,-2.274990416053352268e-06,2.304391028121469814e-03
-2.987320992773866927e-03,-1.442836659517694113e-04,2.307852470566297727e-03
-3.906736339368766658e-03,-7.834058862861346094e-05,1.701919032665544186e-03
-3.247394498819228346e-03,5.742125307363680998e-04,2.289626341919028581e-03
-3.386048962642771061e-03,4.380610801851394045e-04,1.648732266224018934e-03
-3.784500102407698310e-03,5.760886480778684606e-05,1.750179640683011996e-03
-3.480327553387894176e-03,5.199091389856600430e-04,2.085047931191986396e-03
-3.825808644696287227e-03,-8.444776173154981431e-04,1.495641916175611532e-03
-3.367222675355145949e-03,5.122309785377003659e-05,2.552633599984515528e-03
-3.490919416672545305e-03,1.612366441456646634e-04,2.091493716149053512e-03
-3.070438299087096656e-03,3.554386763117359108e-04,2.039233934202690571e-03
-3.373690029712524477e-03,6.300797111796570173e-04,1.908435242397207550e-03
-3.092726712303088109e-03,9.266266221627157977e-05,2.389888962982990826e-03
-3.435392279140628800e-03,-7.252804491801976433e-05,2.749429950737477309e-03
-4.099195977124203520e-03,3.514226052365311916e-04,2.520207284143248863e-03
-3.396306933830175925e-03,-1.004478066369483396e-04,1.609801360625535841e-03
-3.641449962273367053e-03,3.678549567746490696e-04,1.506896441217447317e-03
-3.817029286875183326e-03,1.610267679789771915e-04,1.941551111201747374e-03
-3.281060649437973591e-03,2.090293981239131572e-04,2.324891667232812341e-03
-3.876767698446769318e-03,2.898088158539598169e-04,2.220866284179128739e-03
-3.820760976588266720e-03,-3.428469652246698344e-04,2.877907870039481293e-03
-3.373667962222107013e-03,-3.655931716419885940e-04,2.018886716411090725e-03
-4.046059260574986355e-03,-1.936840237433568469e-04,1.890801123529036072e-03
-3.850584517873666904e-03,2.534564868182944916e-04,1.384590820329609792e-03
-3.509455716303821679e-03,-1.773825688469261505e-04,2.132494553221055741e-03
-3.252017087563769879e-03,-5.893430094283046931e-04,2.277488131534351808e-03
-3.505458736457950104e-03,2.086673722916477321e-04,2.225198254923481476e-03
-3.707145592662571161e-03,-1.610940406318714293e-04,2.643303555074002879e-03
-3.912788335071964475e-03,-1.576271997924333574e-04,2.366222272570106099e-03
-3.264752357208253533e-03,-1.679682489382673812e-04,2.060894294496082649e-03
-3.975789756839200224e-03,3.377751051935139583e-04,2.410588346167809228e-03
-3.878657534062645868e-03,1.510196741045282185e-05,2.039264048973330433e-03
-3.103214535204407674e-03,-2.657411114384582900e-04,2.340797763725804316e-03
-3.411678788004697104e-03,-1.670532549086192113e-04,3.038477846208778761e-03
-3.769161824032179770e-03,5.898979861720436918e-04,2.341749283024113868e-03
-3.888120513134363677e-03,1.967316230861269758e-04,2.798156919468699523e-03
-4.065339757073534351e-03,-2.379340980621141497e-04,2.019034219006619977e-03
-3.686899357930618296e-03,-2.833698601230483097e-04,2.126986669123367372e-03
-3.316414432322916349e-03,5.848306932327206270e-04,2.250112763879992105e-03
-3.689774202298036661e-03,2.578544215908343609e-04,2.634291299569832458e-03
-3.930691255939634983e-03,-3.758376450662002303e-04,1.336794359870309640e-03
-3.513683942637702787e-03,1.585355805804865314e-04,2.079894149072177012e-03
-4.138860334236684618e-03,4.915993287819369045e-04,2.410001061769825089e-03
-3.873506102848129403e-03,-1.085158699746207484e-05,1.339145718798010398e-03
-3.647168199748879874e-03,8.039734580342748778e-05,2.540734528513552155e-03
-3.642586083209197953e-03,-1.281364080914745613e-04,2.177024881505085132e-03
-4.001752004660285959e-03,4.896711352725126006e-04,2.072104260459107367e-03
-3.243186190275340955e-03,7.672772878856737614e-04,2.116450234228571189e-03
-3.680701119549370168e-03,-3.993542542203636580e-04,2.556691050253260145e-03
-3.108246106292661144e-03,2.022174008148999930e-04,2.036765034947101045e-03
-3.298370888646537120e-03,-1.741596341384402287e-04,2.609191029696099166e-03
-3.173696358338060335e-03,-3.118403254238412176e-04,1.931928834343346222e-03
-3.740309540255283907e-03,4.632096811338647134e-04,2.038791260872525272e-03
-3.508327139996798762e-03,-4.606950219284278300e-04,2.445876037712411358e-03
-3.290727558974190087e-03,-4.057211083449616920e-04,2.783123561267209119e-03
-3.666671245216923409e-03,5.327408708994828181e-04,2.732072737203751055e-03
-3.743479693659733029e-03,2.064433298020103833e-04,2.266226722486643953e-03
-3.481505570965234050e-03,5.711008646812808448e-04,2.283884063689676277e-03
-4.198616479793620265e-03,4.326092216990205558e-04,1.966444306895147234e-03
-3.665837200055547564e-03,-1.728269481356796162e-04,2.515336067327396657e-03
-3.382492242029096381e-03,3.474881952275364117e-04,2.341041741062416161e-03
-3.299072911273891098e-03,-1.260677322317791955e-04,2.277528984021639797e-03
-2.976232465080623849e-03,4.855708814805669796e-04,2.030384450459716498e-03
-3.171120025551927690e-03,5.369799463078985067e-04,2.465837279129814985e-03
-2.857536969018035014e-03,4.347328795975037314e-04,1.786067457184452095e-03
-4.189740374013898802e-03,-2.225707091216247880e-04,3.168380968738318884e-03
-3.626935377355262891e-03,6.843577727551247757e-04,2.134604767577322898e-03
-3.612052217984366813e-03,-2.343868762536653052e-04,1.867404947344146514e-03
-3.367897122462793717e-03,3.298534343418891299e-04,2.732098798211078910e-03
-3.254018097596211075e-03,-3.324062151220345948e-04,1.889417662973240765e-03
-3.734644695212616713e-03,1.597610606572100937e-04,2.512778517483308174e-03
-3.647924478858315719e-03,-2.872251830804826338e-04,2.082990297752558995e-03
-3.282194261184949533e-03,-9.850462699777652424e-05,2.274009161227405571e-03
-3.620622280597250719e-03,-7.245199529058871926e-04,2.090752301320838915e-03
-3.341218298781230191e-03,2.562300871621051479e-04,2.507872614628489562e-03
-3.119306951398363378e-03,4.276636874583054524e-04,1.944902015320689685e-03
-3.479457731579878310e-03,2.407616857320081039e-04,1.781113835828844905e-03
-3.555144841289017716e-03,3.566917280404193640e-05,2.143366644098327906e-03
-3.311481207982729796e-03,3.328038103606796604e-04,2.146435128005930431e-03
-2.839052919693462775e-03,-1.440830193578254378e-04,2.138936782855835415e-03
-3.795152492734432670e-03,4.123280609682718266e-04,2.427411861324916317e-03
-3.500950333625002259e-03,-2.759045163780537535e-04,1.839805504772145219e-03
-3.294060981391004183e-03,2.149006731449534260e-04,2.420524704031980136e-03
-3.233952173028382428e-03,2.671008105500875395e-04,2.250758039176076284e-03
-3.530245333058379051e-03,4.135895267233605796e-04,1.507704319195928271e-03
-3.884590348839570342e-03,2.373069036493778543e-04,2.690376657146322566e-03
-3.757570706146706654e-03,-3.011834729798942433e-04,2.391796286179948515e-03
-3.444842144898222804e-03,1.792759122602310680e-04,2.265686980520520942e-03
-3.150701127145582800e-03,-2.835724009791815549e-04,2.503097855932029381e-03
-4.010413990814773975e-03,2.194016397388182712e-04,1.951958240805758745e-03
-3.139595202080294571e-03,-5.655766172103338340e-05,1.749343657965138528e-03
-3.989953721511988252e-03,7.228015238873604885e-05,2.214557423480474022e-03
-3.713230536165041274e-03,2.282756184484905585e-04,1.628325652595711756e-03
-4.231169457629430780e-03,3.104397911637485829e-04,1.665011116506165921e-03
-3.526823672868502346e-03,7.705078485234587385e-06,1.860008467228802757e-03
-3.474426329362019072e-03,-3.942848803432582065e-04,2.419983294534110325e-03
-3.469808697241007125e-03,5.006337156709737661e-04,2.070627934835822265e-03
-3.814270046058051283e-03,-7.815151112939078878e-04,1.992207995913186733e-03
-3.419215894198492783e-03,1.730079948904675411e-04,2.073162793524344679e-03
-3.477779419523525147e-03,-2.937185515017038924e-04,2.513174366843814837e-03
-3.374882494396002491e-03,7.127975255584405572e-04,2.492620634614468259e-03
-4.122476902118233331e-03,3.946307609961982751e-04,2.637375005519538348e-03
-3.670378797281221694e-03,2.986338913959156569e-04,2.180614752444991720e-03
-3.743916739469499433e-03,-2.005684323553551392e-04,2.444183662548973096e-03
-2.463013398760735377e-03,2.058772938883829840e-04,2.542770331608086229e-03
-3.664259279543070121e-03,-6.412826262303699862e-05,2.305255526532411399e-03
-3.299304339687453378e-03,3.159226953326708378e-04,2.150034833468648585e-03
-3.589251479820815358e-03,-2.089204944039952001e-04,2.425587531603773037e-03
-3.753447515308273950e-03,-3.202660080259463215e-04,2.320591006454770198e-03
-3.960360392161478213e-03,-1.208440742397109198e-04,1.633110123911721712e-03
-3.268105972506948551e-03,-2.270000326702825374e-04,2.077267979912519446e-03
-3.057456451350871237e-03,2.820684264486934801e-04,1.899029122267380677e-03
-2.979427820716360961e-03,3.724087164622017030e-04,3.009769419450551362e-03
-3.756065188662305234e-03,6.229470142399299519e-05,1.868561965956330685e-03
-4.830609743353185027e-03,1.520241327226179776e-04,2.186253259730493170e-03
-3.926475776646592107e-03,-2.195985498555698152e-04,2.251415404918606991e-03
-3.742576420507858197e-03,-9.792975668654088466e-04,1.883696425704690057e-03
-3.660022168934823350e-03,-8.279713043145300552e-06,1.573693926650151500e-03
-3.733102082758388545e-03,-4.838692362167405022e-04,2.610111686867161700e-03
-3.848389377508500391e-03,1.169530659357501763e-04,1.855772268961615240e-03
-3.539773767276216485e-03,5.150825611870578011e-04,1.950337735676793910e-03
-3.637579390575441940e-03,5.015037999453224793e-04,2.726124001466054617e-03
-3.507681308247297819e-03,1.019463359718975222e-04,2.198656321768498786e-03
-3.360140916719623564e-03,-8.094970452327336608e-05,2.111703163204450319e-03
-4.149562484085933534e-03,-2.497041586631569467e-05,2.219458089858011764e-03
-3.792503554208686341e-03,-1.366180378230381573e-04,2.410996886226588962e-03
-3.593943962100071537e-03,6.606540877316344510e-04,1.874449055832539800e-03
-3.965342626277920321e-03,-2.350953952156209969e-04,2.163644948710778931e-03
-3.577056986898976068e-03,-7.996608190569817949e-05,2.038915692040686560e-03
-3.587462344862135406e-03,-2.056564785266643903e-04,2.349982921122198507e-03
-3.319568358716817272e-03,4.341592441775303968e-04,2.378943399381916977e-03
-4.259819133678349398e-03,-8.692485082031952207e-05,2.474049217058357265e-03
-3.113889065183912848e-03,-5.625267024979617805e-05,2.734815283733195174e-03
-3.259733257873362322e-03,5.679506581746811061e-04,2.058216781711609371e-03
-4.094469066801103597e-03,-4.239896177182175016e-04,1.834579699480584809e-03
-3.288879168409700876e-03,4.186520482126424177e-04,2.413850057028647366e-03
-3.364468871865988059e-03,1.968170563109641750e-04,1.983217870391430597e-03
-3.783371880738612032e-03,-1.790742096409583882e-04,2.394062074959880070e-03
-4.094006904048669120e-03,1.457392254680990132e-05,2.006429188583103672e-03
-2.970115083960328875e-03,2.864065002989779271e-04,2.412293283100757930e-03
-2.734217434236483734e-03,-6.359449507601645216e-05,2.356790303717714707e-03
-3.939840440349799168e-03,-1.588022132891817961e-04,1.566518504901565903e-03
-3.645300090558657551e-03,-1.883568947795863726e-04,2.685164135823737107e-03
-3.888125046389697293e-03,-2.012479553150659515e-04,1.958000738789023552e-03
-4.098713232601799289e-03,-3.713605673859966339e-04,1.812902251623460699e-03
-3.764075991443651976e-03,-3.972205657980092965e-04,2.298935533518442313e-03
-3.538294785130680943e-03,-6.971598736905555965e-04,1.963572370708253391e-03
-3.409575783161253922e-03,2.861157889512477303e-05,2.226744188753262271e-03
-3.635701263347774440e-03,-2.600606636578131126e-04,2.225428096223326831e-03
-3.228936926034883283e-03,-6.590811893689946070e-04,1.827193881486407047e-03
-3.335116767096564169e-03,-2.864494346849956073e-04,2.429566122271416707e-03
-3.707928205430568048e-03,4.641792651379497920e-04,1.866558351414407705e-03
-3.240131193544646716e-03,-5.869274456269178535e-04,1.994286099890438431e-03
-3.802784217080599181e-03,-1.310771387246910825e-04,2.013798952276984935e-03
-3.115341413814516278e-03,-3.014111712282213445e-04,2.300624526585446500e-03
-3.866106952994104000e-03,1.463162386340541808e-04,1.878115801317006535e-03
-2.804246864563525194e-03,-1.063883279548576865e-04,2.415997580015068116e-03
-3.512287666961591646e-03,2.984322813009817536e-04,2.017404743260025994e-03
-4.072042149353808510e-03,-2.356834205028002910e-04,2.566046120901029418e-03
-2.885823162523378036e-03,1.063249973825937855e-04,1.995132723911931857e-03
-3.437992953209478755e-03,-6.248666670991993573e-05,1.970712894267403516e-03
-3.348619644393223405e-03,-7.364075573491764531e-05,2.230517434549566039e-03
-4.259266176417524953e-03,1.646292000744937144e-04,1.615801850770026303e-03
-3.536341443332090360e-03,1.362430439056802896e-05,2.673932934902976608e-03
-3.281986895270903176e-03,-5.526338418729938090e-04,2.250516748409368915e-03
-3.510540296597499527e-03,1.148361511881966696e-04,2.229087395509431885e-03
-3.612389781252657323e-03,1.789770390514665733e-04,2.332740679079358531e-03
-3.033276490815771820e-03,-3.353675457274369031e-05,2.047309795041351091e-03
-4.051353634660025647e-03,1.990239635128862518e-04,1.864388689349082834e-03
-3.355575279407328835e-03,7.230633538611896168e-04,2.748018132787687605e-03
-3.301580262882016208e-03,-5.871416687547560079e-04,2.302482439237628700e-03
-3.679239885136796704e-03,1.743094996294410515e-04,2.095405651021163898e-03
-3.757380886847909614e-03,-3.539644229164242263e-05,1.696094503410508578e-03
-3.483089310517285039e-03,4.333172110051645927e-05,2.585965990829901598e-03
-3.261168918650017221e-03,4.010600739493496943e-04,2.386945620268406208e-03
