gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
2.261012038828954390e-04,3.644881613323076777e-03,2.095960491041846084e-03
6.774203256869152376e-04,4.216822928789974029e-03,2.134451775928866615e-03
-2.137610713842611886e-04,3.850376360006842018e-03,2.687314289719985091e-03
2.698214668320842238e-04,3.029676144883411502e-03,2.613908269820798373e-03
4.380650296696291814e-04,3.755673831627997540e-03,3.090639193497444256e-03
5.864267438491827727e-06,4.267833498586032226e-03,2.922788916298056042e-03
1.741897513327152495e-04,3.620115069913510016e-03,2.491140394303813753e-03
4.371869291404340235e-04,3.413079324216523706e-03,2.363046112175715488e-03
-1.981879031912604208e-04,3.051772054256394421e-03,2.163427346591369205e-03
1.199587307948032721e-04,3.583425276886387841e-03,2.034217580381593102e-03
2.310815496829693406e-04,3.667817043035741936e-03,2.033183162909449858e-03
2.474768998484693926e-04,3.578836464543887468e-03,1.979012072968987235e-03
-7.914904992417644378e-05,3.878196667867323498e-03,2.264684735176263931e-03
-3.616586709393754544e-04,3.866951925665102711e-03,2.467268606937720460e-03
4.050071669090479776e-04,4.344822555063528047e-03,2.683141672304008903e-03
-6.582925236017215696e-05,4.185037315871117415e-03,2.661773366069350270e-03
-4.171227176068549830e-05,3.724460776560792850e-03,2.160350955369967716e-03
2.438336974822250197e-04,3.438838356922256558e-03,2.090971682822884235e-03
-1.883716939726096324e-04,3.289687697181059751e-03,2.205190522886454722e-03
-1.373402450360771050e-04,4.115390841673964052e-03,2.499764893394389956e-03
1.102411655716220904e-04,3.548428839749125444e-03,2.236285459672210634e-03
3.555745062665383429e-04,4.082628333462621703e-03,2.368192535291108181e-03
-3.228404447051204580e-04,4.272376634108572546e-03,2.840305002050980479e-03
4.046216036213688997e-04,3.548573447425951936e-03,2.230034450889543680e-03
-8.922677163659119845e-04,3.462550096071148435e-03,2.168209545258226959e-03
-1.259563231300923024e-04,3.173564926827035070e-03,2.557288917381924341e-03
-4.970784428316735388e-04,3.951444268326059425e-03,2.154153238873258210e-03
-9.896941974057165304e-05,3.959373479701769165e-03,1.481033324431545303e-03
-9.934105614480814579e-05,3.713248608548192897e-03,2.167310160250268333e-03
4.519179436656003902e-04,3.813825826821109696e-03,2.596453394222991359e-03
-3.507143416575999066e-04,3.980554477411494749e-03,2.203416462166484478e-03
-3.853371974821598301e-04,3.177585700460994894e-03,2.825623212385262352e-03
3.630384383256095217e-04,3.607624756203367533e-03,2.008073106912045599e-03
5.917740256709380208e-04,4.040748609588800701e-03,2.456785501099861217e-03
1.790506049609239816e-04,3.251867027918752245e-03,2.320459142853155497e-03
9.712388533365797297e-05,3.455754386131945546e-03,2.370835041463017438e-03
1.739823512702201542e-06,3.943712857045044567e-03,1.498583285221007132e-03
-2.334276960589840239e-04,3.867776970338643924e-03,2.652916873518557355e-03
-6.848904416667630146e-04,3.501381946279976710e-03,2.292585261405807352e-03
-4.100786957240057221e-04,3.382902637529583076e-03,2.269032371749254030e-03
2.860765961949276450e-04,3.492120280139262515e-03,1.957541255932898280e-03
-7.866239673559420609e-05,3.965505833693914496e-03,2.321059707608876758e-03
3.829257939760929313e-04,3.541442358804598126e-03,2.694006213440877043e-03
3.318949189387417824e-04,4.453489899098344966e-03,2.497365449988096786e-03
-1.328854430686621756e-04,3.082150742728442631e-03,2.598558104772982335e-03
-3.069089602822288937e-04,2.943463983222717982e-03,2.357147617663125916e-03
2.042225175738140725e-04,4.037747792150797599e-03,2.223631862576274081e-03
9.277795293167865774e-05,3.574611107881767863e-03,2.514648935571930661e-03
3.123168967295642299e-04,3.352576113367472434e-03,1.894280022654278332e-03
2.809135633439536648e-04,4.011045343316111192e-03,1.552644344771871151e-03
1.493414003920302054e-04,4.093962124718763564e-03,2.292531419486570909e-03
-8.686343864819708212e-05,3.408091662947350473e-03,2.326788620775539253e-03
-3.339067373282844447e-04,3.931841076997447636e-03,2.022927425716410793e-03
3.307501179772117566e-04,4.062423780120176693e-03,2.320720299955755621e-03
6.879288044624594233e-06,3.575854082142084205e-03,2.154764376389214919e-03
1.515541846818567278e-04,3.320449271271308424e-03,2.432132223438878554e-03
3.951772109786082693e-05,3.717300201818938069e-03,1.954842293057859701e-03
4.367341864626146322e-05,3.913758628745307375e-03,2.040702077962701106e-03
2.977792155923761146e-04,3.196872702385892412e-03,2.216081808172049635e-03
-1.581167116329454446e-04,3.523824969541218197e-03,1.655984010243509268e-03
-4.984017176493587631e-04,3.903535223579992705e-03,2.569095457393234371e-03
4.862588024939491055e-04,3.171411917018278001e-03,2.916398502279966484e-03
3.264556630660479406e-04,3.222529695358295702e-03,2.299531364213412091e-03
-5.799860410784086866e-05,3.768233614430558254e-03,1.654217127038109560e-03
3.081094656822309366e-04,3.648032054820495203e-03,2.230106657533809014e-03
4.464559122567521342e-04,3.610705427624506195e-03,2.494898126633541928e-03
1.518457314965135157e-04,3.579600423626991181e-03,1.994248959134969478e-03
2.134443933912636814e-04,3.617119562683017604e-03,2.068170005163195643e-03
3.812984407928493992e-04,3.672213850243272182e-03,2.046603246492966367e-03
1.139774228421078413e-04,3.455430566455151235e-03,1.648343897507273392e-03
2.449857724725008684e-04,3.242938355247646301e-03,2.168698713273260487e-03
-4.305769384211870091e-04,3.638297428427651834e-03,2.144932597473355081e-03
-2.152291379498961848e-04,3.624093990205705731e-03,2.733924388404254495e-03
2.281518059023574939e-04,3.349546979058110746e-03,1.979902729237099056e-03
9.709873363573309367e-05,3.749895800866972183e-03,1.862793664217507125e-03
1.820828121252368202e-04,3.583297404048902454e-03,1.676723645977114653e-03
7.270393428407855626e-04,3.474533020593769013e-03,2.050592647262256332e-03
-1.664883950771486786e-05,4.055910879943090859e-03,2.478410934832969183e-03
9.901491626827929192e-05,3.755410347872731314e-03,1.744639958817050798e-03
-2.984716375643810867e-04,3.251944394959896487e-03,2.384617710064643702e-03
2.959538349303141263e-04,3.676842830471717481e-03,1.777347774817492369e-03
1.746183785386911161e-04,3.406503416435769076e-03,2.130332823173475103e-03
2.026709666715676447e-04,3.531382639660765772e-03,2.256042229977472165e-03
-2.343403539328472865e-04,3.327420443584661828e-03,2.186998513294167047e-03
2.245524780852203864e-05,3.960333505711678172e-03,2.401391519716593662e-03
-2.339918265696579506e-04,3.645668172751497915e-03,2.192696518513951882e-03
6.214691379299676680e-05,3.268922790970361317e-03,2.294095769561073188e-03
-4.679574116502398478e-04,3.582563866646237827e-03,2.892610722321596953e-03
2.765177254248803716e-04,3.647426663430018874e-03,2.480192422184741147e-03
-6.583226539575038477e-04,3.384099686699261911e-03,2.335291358423863262e-03
-7.075852459643584683e-05,3.784912622410861651e-03,1.780734301304969435e-03
-5.242252778857692079e-04,3.656430065079871623e-03,2.814698215314414328e-03
-1.016622090412264032e-04,3.864498033239580424e-03,2.727156594551926466e-03
5.114634452615062464e-04,3.627565455021568731e-03,2.390460627545553350e-03
-3.822446779520350139e-04,3.717220226597930770e-03,2.041580619789606227e-03
-2.240675510289664822e-04,4.442375842732775200e-03,2.159639069136126167e-03
-8.533436053116734573e-05,3.699566582893803156e-03,2.140467356231844000e-03
-3.063647557975180454e-04,3.807044652496369315e-03,2.806811897854942072e-03
-1.587436095859201611e-04,3.934368769194371111e-03,2.541783507414709792e-03
3.992661469833400588e-05,3.616645893209080413e-03,2.485170711347929867e-03
-1.057775293940972042e-04,3.683388840832690046e-03,1.909185521830388237e-03
3.229473500952409070e-04,3.440835525148497331e-03,2.299003812516465118e-03
6.682784220433506941e-05,3.535773680581964350e-03,3.102127186140518460e-03
-4.131058773733661078e-04,3.352180901607249106e-03,1.717170429411826477e-03
9.519947772346805121e-05,3.561208123932073106e-03,2.183977745502861407e-03
-4.396325719753251980e-04,3.560523706771368761e-03,2.185232690253967325e-03
-3.909477326995911537e-04,3.621450033833258260e-03,2.390351157940635591e-03
-5.881121113879725316e-04,3.838593128902858826e-03,2.577847449148762318e-03
-2.214740980635354151e-04,3.270127227757705767e-03,1.897977599421704457e-03
-8.155325917030453091e-05,3.358029056731704192e-03,2.646696030637167314e-03
-1.584614807370147440e-04,3.530069656993188414e-03,1.620831303793962520e-03
-2.566286026842723987e-04,2.981254059303079396e-03,2.349787198989871338e-03
-4.247672012109644422e-04,3.207395089890084563e-03,1.819671915812883347e-03
-5.404068001862723480e-05,3.253502876972294827e-03,2.179030411535635633e-03
1.728524833682861569e-04,3.342638665079802202e-03,1.867230261547524629e-03
-2.870070711677447507e-04,3.840890734728677220e-03,2.352395871561667202e-03
-2.666321666855244778e-04,3.364954020586750048e-03,2.655734942868360950e-03
1.932328068120121335e-04,3.319290102031443104e-03,2.373583518857708824e-03
-5.091555415983261505e-04,3.018805830508275272e-03,2.682318315376595874e-03
1.736419083396858028e-05,3.540501401479863829e-03,1.962751542448059119e-03
-2.957410895148069978e-04,3.756587326473637654e-03,3.197490183431264850e-03
1.595610123712101075e-04,3.892875489128209358e-03,2.782622709742463372e-03
-4.184396298174536931e-05,4.117726141515808992e-03,2.032006294167657511e-03
3.670904823425932590e-04,3.448447881608039493e-03,1.763135537564219577e-03
1.490184257730981226e-04,3.899696000244292672e-03,2.326222140862966876e-03
-2.989773276815791778e-05,3.481027099060518288e-03,1.652966684007094308e-03
6.401398929066665110e-05,3.536989014090618361e-03,2.665416489225568356e-03
-2.982012945717980520e-04,3.726075043271889244e-03,2.650026024280352673e-03
-7.827949686001711661e-04,3.751069992432510842e-03,1.980483361966633212e-03
5.622195963341321181e-04,3.561168806168470494e-03,2.233811208192122873e-03
-2.908008275228589064e-04,3.469441632145029656e-03,2.680279925859526454e-03
3.098237930947472427e-04,3.430109858998162727e-03,2.247151938440867733e-03
-6.439926668519986661e-04,2.859330475303616982e-03,2.186001350060683482e-03
-1.545710601561533007e-04,3.114064614925643546e-03,2.273932506033379472e-03
-2.389775460705940698e-04,3.633655582735193824e-03,2.399996324766437861e-03
1.714641445780393160e-04,3.845998430949198847e-03,2.557673367969060495e-03
-6.891981985660890512e-04,3.727683779684614045e-03,2.101330209768317945e-03
-3.236724349374069728e-05,3.404553674800398985e-03,2.625615923990539443e-03
1.675065777847522175e-04,4.091955543042268689e-03,2.033716750831509462e-03
6.412665557494266852e-05,3.306972276966909513e-03,1.827496764555630029e-03
2.345362873713878135e-04,3.219839452349159813e-03,1.782685376852587546e-03
1.038926222643718667e-04,3.625335170376841470e-03,2.755449615060586756e-03
-2.074276635269385713e-04,3.753422404193277554e-03,2.179391772424108323e-03
-4.740054967623387287e-04,3.474195034496615868e-03,1.999398393197506126e-03
-2.796019839697350454e-04,4.062201764927496871e-03,2.352990736726230919e-03
6.457604423092592029e-04,3.579466055563087449e-03,1.831567061857249665e-03
2.801399629438671096e-04,3.353199419609225254e-03,2.422900983683002208e-03
-6.346665457616672886e-04,3.461835557244518670e-03,2.335731328510632938e-03
-2.803922860497753055e-04,3.615688976197170557e-03,2.291103810411919926e-03
4.743100825024870780e-04,3.360199769640593356e-03,2.210128503854212698e-03
5.705436794901813137e-04,3.475722004734213989e-03,2.725518077706469422e-03
2.678994309124764820e-04,3.522683396735389744e-03,2.141131204826005659e-03
9.446515053706325412e-05,2.747738830555740506e-03,2.236324707317824140e-03
-1.394555916458658162e-04,3.614017327178098166e-03,2.448625440959962835e-03
-1.810617383991374818e-04,3.407248802830735793e-03,1.714900124695765103e-03
-2.726765991374290846e-04,2.823549797473646431e-03,2.185418260725883761e-03
2.620067900386204734e-05,4.282189315989223984e-03,2.443652562422149368e-03
-4.916374925599625937e-05,3.759672273939568439e-03,2.631544689364448755e-03
-3.321409696652816374e-04,3.687904865134273343e-03,2.336604020738908792e-03
-4.398456064447398180e-04,3.589096004132391431e-03,2.240424697550728959e-03
-4.129084321190170802e-04,3.550247334936882781e-03,2.556143170095557301e-03
1.631830180648069875e-04,3.108578089501738782e-03,2.520421923063807367e-03
-2.321341973654514259e-04,3.884716799815593393e-03,2.673077620002787223e-03
-1.565152152788082363e-04,3.612851072881133677e-03,2.400435951375037152e-03
3.792409928557558159e-04,3.598061106930958066e-03,2.211644626016922351e-03
2.367239206608916973e-04,3.158016369955225777e-03,2.781430740986713494e-03
-3.992735797951981369e-04,3.668844697239381780e-03,2.310685826493941251e-03
-2.825574362959531606e-05,3.208733793457065747e-03,2.107874633700290625e-03
-4.156501093364677697e-04,4.007377239667214361e-03,1.775575976944822722e-03
1.348598640022160764e-04,3.518340100849860156e-03,2.476059560694919819e-03
-2.052016875420733123e-04,3.085982218205263455e-03,2.455225442184803212e-03
-4.650163953425988893e-04,3.139419243887291936e-03,2.496501969110601158e-03
-2.410211778515490891e-04,3.737914175031981697e-03,2.034153912333930541e-03
9.026536895736582986e-05,3.565362572843363761e-03,2.016481388051418779e-03
2.543809763723987438e-04,3.213879311613038973e-03,2.153641411727185741e-03
-2.532347410450341146e-04,3.760245697795255339e-03,2.373653975868997464e-03
-3.020446040919091556e-04,3.954504293254321179e-03,2.373686747095531992e-03
5.593412679058948258e-04,4.356225378264763290e-03,2.095447774110069730e-03
-8.217319011118627504e-05,3.292952858294026161e-03,1.931650974885737058e-03
6.048691442195828892e-05,4.070848613062386621e-03,2.384771643521121313e-03
1.402649994297731234e-04,3.439695161352729347e-03,1.894913721795995392e-03
-9.573085868805688041e-04,2.999732671727369654e-03,2.190556493209405795e-03
-2.083483704928470591e-04,3.840828773481437877e-03,1.932429933138549334e-03
-8.411498898951990538e-05,3.745509554046067436e-03,2.475759995750821760e-03
1.764635727107598598e-04,3.647366047449261076e-03,2.544691643891808762e-03
-8.408754468487609709e-05,4.195324666332351550e-03,2.109690233577863217e-03
7.410904565884931909e-05,4.123056022003283687e-03,1.844698503390778581e-03
-1.168088041481558844e-04,3.514564490221955446e-03,2.738341078011790643e-03
3.436035769687173741e-04,4.262543673890551582e-03,2.515667778445136553e-03
6.682559174490833699e-04,4.038582142552983936e-03,2.139412075165980903e-03
3.683191932407929234e-04,3.093859057361202178e-03,2.105572798590441171e-03
-1.989425856160749408e-04,3.679626662447512287e-03,1.855029255058949448e-03
3.297831663181309764e-04,4.493910010984198192e-03,1.941709018932851610e-03
-4.180591543999497787e-04,3.854378744689973633e-03,2.346903604170969774e-03
1.521634675962908430e-04,2.839063286239947286e-03,2.479063676837815929e-03
-8.572860114028627487e-05,3.584593043575025600e-03,2.705946399706757148e-03
4.914155309686593772e-04,3.847634543255961433e-03,1.824147387208508450e-03
7.981960842776398115e-04,4.289977040385833940e-03,2.273486976662636525e-03
1.024131421810561371e-04,3.949580962423530038e-03,2.531342123456493520e-03
-1.876502743107280840e-04,3.663077789697336429e-03,2.521975329036920625e-03
4.259104716963321604e-04,4.077639012834229429e-03,2.221926901415678147e-03
-9.263947266923458186e-05,3.680838978881752210e-03,2.144418435116791054e-03
-2.630897619249889250e-07,4.069741324470260539e-03,1.942454022330436254e-03
2.558288225554674689e-04,3.483423529591238299e-03,1.661761746169744145e-03
-1.339626555503334749e-04,3.733460117086610450e-03,2.006663723533600764e-03
-1.286618738951256636e-04,4.106634564615439971e-03,1.800728319770157539e-03
-3.427060656775641578e-04,3.994901150959054639e-03,1.779310810142495716e-03
-2.357965158176959313e-06,2.698056866746847363e-03,2.326442924725759254e-03
-5.903792645562009006e-05,3.832984586618738178e-03,2.913119267978518754e-03
-4.565285280469909431e-05,3.404138177188686595e-03,2.582629455832831898e-03
-2.279844452139434888e-04,3.644095534896002464e-03,2.064793756894761807e-03
5.261301322576446342e-05,3.860483299428328543e-03,2.295871834974272559e-03
2.417735906886125290e-04,3.433350154595452269e-03,2.520522197863418658e-03
5.250891884715838936e-04,3.479206978181740781e-03,1.925440283499754756e-03
-1.608773068480763514e-04,3.360321030880797800e-03,1.926767622261770993e-03
-1.806158935072451526e-04,3.611247062665189599e-03,2.315992000266045656e-03
-3.712706931694370930e-04,3.839651885429945424e-03,1.639002513527886094e-03
-3.540721200003248159e-04,3.806276398733762951e-03,1.773175663107150234e-03
