gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.198768117138157407e+01,1.200148526416036106e+02,2.970498234367021873e+00,1.107099936436975116e-02,9.979759685912860334e+00,2.114532801472398995e-03
3.198770481643632024e+01,1.200147649862421133e+02,-8.647287330781880943e-01,8.448558138655710981e-02,9.975600339415425566e+00,1.154509806909292252e-02
3.198770345193639031e+01,1.200148369591279476e+02,-1.510931963548694945e+01,-2.569093131833506682e-02,1.000523856446763027e+01,1.679562285168594796e-03
3.198770844506434585e+01,1.200148815610667441e+02,7.393094546166708803e+00,4.286220014506881421e-02,1.002634205788145927e+01,2.603316199324038488e-02
3.198763804743792960e+01,1.200148326597619928e+02,-9.349400990322518368e+00,-4.085515120281124624e-02,9.978301481682688490e+00,-2.292146707302289074e-02
3.198765078578108856e+01,1.200147914701274061e+02,-6.904921063113906854e+00,1.842866626077504025e-02,1.003870249116723912e+01,2.137287551087176107e-02
3.198762699603488713e+01,1.200147812195105956e+02,9.984384037027119518e+00,-4.932623047681464201e-02,9.955199032700289052e+00,-3.363251791225826005e-04
3.198774273406896640e+01,1.200149002642379088e+02,-7.145170631226897662e+00,-1.502359760588033687e-02,1.003175461247611722e+01,-2.183412381971519111e-03
3.198770292133993465e+01,1.200147846053942118e+02,-4.100310525250088212e+00,1.744956507000263932e-02,1.000230366305947527e+01,-3.958774146846053693e-02
3.198774903363131372e+01,1.200148490674924631e+02,-9.775632826346992488e+00,1.570020413923582658e-02,9.973822611653826442e+00,-2.099005603291667285e-02
3.198768830698465138e+01,1.200148382481132217e+02,1.655067659108280909e+00,-5.707913241873178306e-02,9.972711428620295138e+00,2.714484569389865806e-02
3.198774354960537991e+01,1.200148798065003461e+02,1.624824544281955951e+01,-9.909403015225087472e-03,1.006238714951125957e+01,-5.633232384498653572e-02
3.198769934863632258e+01,1.200148440076509502e+02,-5.484988353169015340e+00,2.017616854532722215e-02,1.004809312791252651e+01,4.255384330908576485e-02
3.198764378949421072e+01,1.200148275447032660e+02,4.890791886064438820e+00,4.444431313091182917e-02,9.982659088025339855e+00,7.321869786016206583e-02
3.198768756736266994e+01,1.200149253311874418e+02,4.118497695702409978e+00,5.096457008800597821e-02,1.002782765279906840e+01,-1.597000991610056375e-02
3.198765803325343171e+01,1.200149576321449842e+02,-2.817238739327631691e+00,-3.784001882114153281e-02,9.997787221153291881e+00,5.272183613954187567e-03
3.198773305539822687e+01,1.200149915003063938e+02,5.961665452015592059e+00,-6.493907374561040668e-02,9.899232114370976277e+00,-4.777760309415589324e-03
3.198768675268379269e+01,1.200150013677262422e+02,-1.351924684442870950e+00,1.330362253700431881e-02,9.976301297572483406e+00,-2.090783792244034489e-02
3.198762249009022796e+01,1.200150089464894023e+02,3.646764680856599661e+00,-7.411679803320933568e-02,9.943819870322444743e+00,3.355306388236116433e-02
3.198775617776945523e+01,1.200149503422014163e+02,-1.204367490571390586e+00,1.307376806359061006e-01,1.003176711616350936e+01,-3.342105074821302702e-02
3.198771828125136096e+01,1.200149670598204494e+02,1.969211449254697044e+00,-8.401861872219185123e-02,9.950926701950036701e+00,6.953191914336561384e-03
3.198768556718777845e+01,1.200150851072211253e+02,-9.412041307106186139e+00,-3.009185908555712941e-02,9.935581465726510686e+00,5.621119199684163070e-02
3.198774772307430325e+01,1.200149453404577713e+02,4.155971345502456948e+00,8.866964933801660745e-03,9.960740882310737732e+00,-2.408840819421377219e-02
3.198756135359133523e+01,1.200149791294668802e+02,1.691966505896631778e+00,5.073819271957931420e-02,1.000577855064193500e+01,-4.222836568894802051e-02
3.198761853739877381e+01,1.200149935698551360e+02,7.997168052675913685e+00,1.663312005463752144e-02,1.005658760286640074e+01,9.079364782576257453e-02
3.198769509406193023e+01,1.200150622771527082e+02,1.084624694304303860e+00,3.636539490428372656e-02,1.000322923589008184e+01,-7.613490410960438957e-03
3.198768605198370452e+01,1.200151016016175021e+02,-7.342572299081647103e+00,2.334229318179149512e-02,1.006986959160087913e+01,-1.565314014398239834e-02
3.198769082441671330e+01,1.200150077084559825e+02,1.331572081141984665e+00,7.212149485495437939e-02,1.001253087890699156e+01,-5.577844756061439008e-02
3.198769326871580532e+01,1.200150721445227475e+02,2.581016174060784873e+00,-2.030620206494833380e-02,9.988175578954061606e+00,-1.058853134446177124e-01
3.198770690270988482e+01,1.200150240732438789e+02,1.599683459225627491e+00,-5.898065952657615546e-02,9.989942006889950932e+00,-3.651256004237194569e-02
3.198770105173387890e+01,1.200151163154667984e+02,5.949578938724939370e+00,-2.811295382685562519e-02,1.002801366114008630e+01,1.335870954659135884e-02
3.198774548916026106e+01,1.200150667432105962e+02,-1.211178002138604803e+01,-3.816442452391946571e-02,1.001212403773217297e+01,-4.834915301014904715e-02
3.198769108108121273e+01,1.200150621521458305e+02,-8.682012218851850704e+00,-7.000333216090585953e-02,9.953533206200050998e+00,-1.196902879726548241e-01
3.198774666549285683e+01,1.200150488194654343e+02,6.349080675995200984e+00,8.421090859701058084e-02,9.972330692082762127e+00,6.881656466412248985e-02
3.198769321743653649e+01,1.200152166630515893e+02,2.575542494435854923e+00,9.798839834903054838e-03,9.895048711428973576e+00,-5.586904255159668570e-02
3.198770487033537435e+01,1.200151775787311408e+02,-1.357325171758379767e+01,2.032793925862634229e-02,1.000911556061448771e+01,-5.026860604203042121e-02
3.198772802783316749e+01,1.200151667219446807e+02,8.105708243839874427e+00,-2.002780115463771715e-02,1.001550539575326049e+01,-8.519311303075742525e-02
3.198769429516217855e+01,1.200150546039099595e+02,-5.245740506145606830e+00,-1.187336412927969022e-02,1.002461137365756727e+01,-8.364604501155033581e-03
3.198769107149042767e+01,1.200151538287214379e+02,4.064711303361442596e+00,-1.386364930552535721e-02,1.006112259619628624e+01,1.405237569075142301e-01
3.198772554436232340e+01,1.200151491171183693e+02,-2.903809488683686268e+00,5.238556056890245755e-02,9.954482744195637167e+00,-6.758309160455713838e-02
3.198773808726878443e+01,1.200152773033724714e+02,8.649595044984568659e+00,-6.699016092910180242e-02,9.893541398492644134e+00,-1.889582909797624458e-02
3.198768065215682199e+01,1.200152512945352328e+02,-6.149320216432528241e+00,8.664590888026330040e-02,1.001438114586005668e+01,-5.768893266472183146e-02
3.198769724387058488e+01,1.200151578356584849e+02,-2.995051659429519564e+00,3.717825940062957288e-03,9.976255986499053208e+00,2.026283685879232827e-02
3.198763927292103304e+01,1.200152172234864167e+02,-2.179390896494888263e+00,-3.993138374568436406e-03,1.001633884898141424e+01,-3.523667167563722391e-02
3.198763102758342214e+01,1.200152843985567301e+02,2.847477844164656879e+00,-2.740314661636531618e-02,1.004084952450160451e+01,2.664823825527819212e-02
3.198765208488362788e+01,1.200152412939983151e+02,-9.829023773363150696e+00,-2.862306909148730483e-02,1.001728151254253518e+01,2.264043773260403583e-02
3.198768007384036949e+01,1.200152304735130713e+02,6.120458249906173265e+00,-5.083612596537032124e-02,9.960746443333654554e+00,-3.280509032171732148e-02
3.198768019973828913e+01,1.200152696073891860e+02,9.616252887799610960e+00,-1.981055289858045521e-02,9.946892376839908678e+00,-1.927500237615571710e-02
3.198763908083892815e+01,1.200153285623674435e+02,9.326208567265887872e-01,5.438093445798913850e-02,1.000614044790775203e+01,4.621535783611551568e-02
3.198765978149492284e+01,1.200152689855167267e+02,1.051483537295768045e+01,3.505084344570030125e-02,1.010007131676015035e+01,-1.691725533731303424e-02
3.198765074635237937e+01,1.200152999633772168e+02,4.869929215205861972e+00,-4.746823638258115818e-02,9.990068794723752532e+00,4.083458243119015424e-02
3.198761450701433517e+01,1.200153023830168877e+02,6.263150835108717729e+00,-7.310271661356373962e-02,1.007394770189129751e+01,4.637487328530444375e-02
3.198769551468147654e+01,1.200152582429044514e+02,-4.481662622091663550e+00,-3.431444843557476549e-03,1.002501403167498850e+01,-6.650715459383352290e-02
3.198765379233996953e+01,1.200153057280549405e+02,4.766337873104887990e+00,-5.438960647071740262e-02,9.968281788474030236e+00,-1.110033749320535335e-02
3.198770151626836267e+01,1.200153089744730437e+02,-4.794139762480281064e+00,4.210247849383582514e-02,1.007826828357706717e+01,6.727206238355643020e-02
3.198767277861999148e+01,1.200153533374831198e+02,-2.375306686514661703e+00,-5.407846670326620607e-03,9.919925189972785162e+00,2.822730986635612824e-02
3.198770653356848115e+01,1.200152721626912182e+02,3.807933660134450449e+00,-1.780492450691372255e-02,1.001967721922737198e+01,-5.239130940261201019e-02
3.198763126344567809e+01,1.200153274023323178e+02,3.505230510844472569e-01,1.257249577929260217e-02,9.944659926189666876e+00,2.767087409281833790e-03
3.198768494888696168e+01,1.200153988164364876e+02,5.995408487284054289e+00,1.534125917483630287e-02,9.992785039587731788e+00,3.074830920271195631e-02
3.198770370251886419e+01,1.200153532308094526e+02,-7.749654587881517287e+00,-7.434937847200899508e-02,1.001888574561759171e+01,-7.337597132926513069e-03
3.198771606061284345e+01,1.200153274275056390e+02,7.554058393331564147e+00,-1.195196382127566848e-02,9.977537089373406332e+00,-6.157105052517253263e-02
3.198773471233499421e+01,1.200153705085990623e+02,3.782779458142807361e+00,-2.339645569145359580e-02,1.007090335816445581e+01,1.730451548854151575e-02
3.198767137024134399e+01,1.200154517329427364e+02,3.208626643618716301e+00,-3.220503932820085059e-03,1.000750614334581456e+01,2.338731604760127536e-02
3.198767127725089665e+01,1.200154799113495443e+02,-5.362599662405854950e+00,2.757494436438448146e-02,9.988692192220117505e+00,-2.738027337042690107e-02
3.198768013396492549e+01,1.200155061611203990e+02,6.262878714091936416e+00,5.726743474603351869e-02,9.986350122939095186e+00,3.797884965307830873e-02
3.198768109786246683e+01,1.200153613010311204e+02,-1.072395925205273315e+01,3.399836367569836204e-02,1.010694556920044285e+01,2.088100507186768651e-02
3.198775512914593122e+01,1.200154514636062117e+02,-3.622181535460798685e+00,1.181493479211886445e-02,1.002363943792025225e+01,5.597594504202823423e-02
3.198766840331887096e+01,1.200155005380742352e+02,7.228690620366205799e+00,2.972902179487049712e-02,9.950600471259715363e+00,7.045833532449738423e-02
3.198771571365213973e+01,1.200155010104104463e+02,-4.920438180714848286e+00,-2.361496988515357498e-02,9.961831787678230299e+00,-3.282561497740524303e-02
3.198766042668775000e+01,1.200154770041814487e+02,1.400008874181016161e+00,-7.997072518069192615e-05,9.864836733701260130e+00,-5.841102203979049723e-02
3.198768318447774917e+01,1.200155077807761330e+02,1.647072192451573880e+00,-1.401855557125126495e-01,9.941140764553235698e+00,-1.882686615444788616e-02
3.198767797716759986e+01,1.200154635114941470e+02,-1.197585216470475444e+01,-3.725156122640679857e-01,9.968807745389145936e+00,9.435078322717460608e-02
3.198763146881480779e+01,1.200155516253106640e+02,7.036154532412639107e+00,-4.152576074381658100e-01,1.002458618631578346e+01,-5.573605061554951640e-02
3.198766533994263739e+01,1.200156159284061772e+02,1.767084813480872540e+01,-5.863327670621171217e-01,1.004787258901778735e+01,1.654343540912980512e-02
3.198770613653599781e+01,1.200156654691192983e+02,-6.616878636289774462e+00,-8.369244383734328885e-01,9.920185495699037403e+00,-2.605014555492438794e-02
3.198771814744325681e+01,1.200155397722332111e+02,1.855956078332353654e+00,-1.027331957337607182e+00,9.982177190406401834e+00,7.834942267567059082e-02
3.198768982038907183e+01,1.200156277649634262e+02,3.012615903118628147e+00,-1.067762795876216586e+00,9.932418635997199985e+00,5.378874305407793655e-02
3.198763771612410878e+01,1.200155976184022251e+02,-3.336375806172064529e+00,-1.357495782039852772e+00,9.935218474819466294e+00,1.383980346148757160e-02
3.198772175904844772e+01,1.200155985463502049e+02,4.433654738083595781e+00,-1.466321283986086410e+00,9.865141169433581325e+00,-3.576673914042360208e-02
3.198769655513684995e+01,1.200156527705074154e+02,-1.107581416102933591e+00,-1.470523280579827619e+00,9.780451822194120126e+00,8.310769980812533764e-02
3.198772568653360082e+01,1.200155586400022401e+02,-8.336617897988549686e+00,-1.791508858975491281e+00,9.843117769048413734e+00,3.818596338508470356e-02
3.198772620912886566e+01,1.200156636084788602e+02,-8.300065924392212580e-01,-1.912299304308880288e+00,9.810799235397768214e+00,-1.370242393732012676e-01
3.198768326351877533e+01,1.200156037803852342e+02,-9.243560448396244134e-01,-2.122675804527845767e+00,9.712287565414827739e+00,-3.539922619566614193e-02
3.198771848035018195e+01,1.200156028038083349e+02,2.745935986526683248e+00,-2.318061464288900808e+00,9.788253073516344216e+00,-6.839870003860054615e-02
3.198760759962929257e+01,1.200156249730261351e+02,2.926377573635803864e-01,-2.318131940596075413e+00,9.733588400906782567e+00,-4.167922826128652586e-02
3.198765296034600425e+01,1.200156800124674703e+02,2.348168859505106898e+00,-2.415189122144371314e+00,9.579949914614051210e+00,6.012195309467587706e-02
3.198757660647002155e+01,1.200156874911986336e+02,1.928077875106345207e+00,-2.647355135278124383e+00,9.632792705983336035e+00,5.833819448705580835e-02
3.198768381087555213e+01,1.200158026905713768e+02,-9.067191428510225748e+00,-2.909483419353257272e+00,9.639651166147707784e+00,5.428476334075959392e-02
3.198761515975629521e+01,1.200157127976068665e+02,-4.015995206816420193e+00,-2.901530091617527951e+00,9.602467113589238323e+00,-6.637355805175165768e-02
3.198772492215633889e+01,1.200157160390526769e+02,2.448600003175707585e+00,-3.214205124667981917e+00,9.575009322380854115e+00,-1.823688277884931083e-02
3.198771694287254519e+01,1.200158338779043135e+02,1.195864737530612842e+01,-3.239012423533752738e+00,9.399048503869339655e+00,-4.390764317318593402e-02
3.198769911928638621e+01,1.200157656936320478e+02,5.237819252915572932e+00,-3.396256878320588424e+00,9.418500174986053963e+00,1.115268277788441890e-02
3.198764909299343273e+01,1.200156605711429165e+02,-1.219196121443851810e+00,-3.518713954104735642e+00,9.404047198820899567e+00,-3.827586731454557523e-02
3.198762781455499038e+01,1.200157807521843836e+02,-8.883508377094406328e+00,-3.606796326546891862e+00,9.263869080522191268e+00,2.484517441019000114e-02
3.198772915287430507e+01,1.200158155953514409e+02,5.040833696450021328e+00,-3.814744988423536487e+00,9.219514605884780778e+00,6.228595999333193245e-02
3.198764512169486807e+01,1.200157864799079164e+02,-5.750206042920874339e+00,-3.948552474786244382e+00,9.181057005556271022e+00,-5.742209896270194375e-02
3.198764824056462075e+01,1.200157449505474432e+02,2.573385178891608449e-01,-4.179610595096797887e+00,9.117887408269798044e+00,-2.614272381906872222e-02
3.198759243215748782e+01,1.200157089416198772e+02,2.744443319116057212e-01,-4.225327419539749663e+00,9.116901722992182044e+00,-5.032972421250166833e-03
3.198763601677525514e+01,1.200157779866750190e+02,3.915285118101408113e+00,-4.445507037202094835e+00,8.972236387737176244e+00,7.730477136969357566e-02
3.198772425664283503e+01,1.200157291349418927e+02,7.829096682775585236e+00,-4.523201372092578332e+00,8.965149813778342747e+00,3.177154448605897658e-02
3.198762860273775743e+01,1.200158263703963257e+02,1.025690320311823633e+01,-4.714584540911431532e+00,8.855336753114434245e+00,-3.359865016287629652e-02
3.198761004943873587e+01,1.200158332106237822e+02,-3.037864265273379605e+00,-4.893235119967854985e+00,8.711193676390447393e+00,6.843782983962651278e-02
3.198761229359825009e+01,1.200157429068861319e+02,1.332081710167045152e+01,-4.994628659269245929e+00,8.737583666280135830e+00,-2.541669767283845707e-02
3.198764324630398193e+01,1.200158266827547919e+02,-1.224787974421718317e+01,-5.128420921824978329e+00,8.581471946872467171e+00,6.463263600685717654e-03
3.198760628029638298e+01,1.200158305041919959e+02,-5.533156832107585466e+00,-5.210985356230544596e+00,8.556687749654953379e+00,9.413302329863764903e-03
3.198759410378409385e+01,1.200159075523320666e+02,-2.028769542755687105e+00,-5.419686778571675134e+00,8.457154069041921574e+00,-3.002175202582524002e-02
3.198762825807505905e+01,1.200159070022449299e+02,5.736338506905342527e+00,-5.572938634136149538e+00,8.329192968216034387e+00,4.282482628392408897e-02
3.198753190345404107e+01,1.200159245497941498e+02,-9.055338170643471685e+00,-5.562917875568595960e+00,8.250420427179653515e+00,4.848935031768296378e-02
3.198755604894193638e+01,1.200159027355173578e+02,-1.190389224870713303e+00,-5.752424316884292566e+00,8.138942909863526864e+00,2.745106240485367666e-02
3.198753074798265317e+01,1.200158245703634208e+02,-2.103195602082373217e+00,-5.911084716815856233e+00,8.129336602762329278e+00,2.312065843909417301e-02
3.198760085826362598e+01,1.200158936603064461e+02,4.470723681626942891e+00,-5.973885217403148040e+00,7.952279203659036177e+00,-2.497732508508031593e-02
3.198755200893017303e+01,1.200159614177096472e+02,2.582915821542139057e+00,-6.140218519389917695e+00,7.867689832553216966e+00,4.158440624749382836e-02
3.198757361168744850e+01,1.200159526405428068e+02,2.662896447134811551e-01,-6.258619182492995314e+00,7.839664857059960745e+00,7.969899910077031871e-03
3.198756952875901050e+01,1.200158962329190189e+02,-2.406168511357035467e+00,-6.343034600765868447e+00,7.593498248076640422e+00,-2.644364443854931718e-03
3.198760289764989295e+01,1.200160037598647591e+02,-8.605361698734188991e+00,-6.501007515265014192e+00,7.671098414297031098e+00,-1.217064335049664048e-02
3.198759398863735015e+01,1.200159029303268881e+02,-1.150510969490054514e+01,-6.502606074203876929e+00,7.423370727955613368e+00,3.037906529591396024e-02
3.198747171050906601e+01,1.200158734243665890e+02,-1.339532585556738153e+00,-6.737870903498610176e+00,7.379432723240149095e+00,1.161943194023357454e-02
3.198758417991707148e+01,1.200159862757612927e+02,-5.998511453678815109e+00,-6.881378721182309199e+00,7.332029748792344037e+00,6.636391917576536792e-02
3.198751069963769211e+01,1.200158773902320917e+02,1.012930945663854665e+00,-6.948100901107541638e+00,7.156832869030309574e+00,2.704787158916758388e-02
3.198751360049549319e+01,1.200159710629311007e+02,-2.187850713547156545e+00,-7.109579294804135863e+00,6.974705796209897279e+00,4.927843331423540502e-02
3.198748453468738262e+01,1.200160210669581318e+02,4.231889561788161558e+00,-7.177227602383305261e+00,6.955269014877481837e+00,3.417681969055724744e-02
3.198759109189171213e+01,1.200159474365148213e+02,-1.265364401269533534e+00,-7.256861002278171213e+00,6.936032269562725006e+00,-1.339580361676599163e-01
3.198760602505381456e+01,1.200160136163893156e+02,-4.752580593043848722e+00,-7.532167240849658718e+00,6.742388681447646803e+00,-4.462930071073602234e-02
3.198752518071437123e+01,1.200159873851318366e+02,6.404967621492817287e+00,-7.467367806427049892e+00,6.676272423935056821e+00,5.997715803492792430e-02
3.198748103845127844e+01,1.200160545567343462e+02,-4.494432689940239811e+00,-7.635261136128762338e+00,6.505695406927307189e+00,1.302228492721805089e-03
3.198744338918031715e+01,1.200159694460954398e+02,4.118803558580313329e+00,-7.802992083923017574e+00,6.340954570444088390e+00,-1.046517278375251880e-01
3.198751455902849372e+01,1.200160394198887417e+02,-1.581176610014809469e-01,-7.827581388038789889e+00,6.204378545658723709e+00,1.007630836256133422e-02
3.198747360168053078e+01,1.200160316724521579e+02,1.596014120443098427e+00,-7.987177408848817883e+00,6.015017696628645716e+00,-3.661121606569903153e-02
3.198750573928157337e+01,1.200159778983119310e+02,8.430314712734048310e-01,-7.982148265883482807e+00,6.044229076129927769e+00,-5.897740267506888442e-03
3.198745786952883918e+01,1.200160237356988233e+02,9.268947993522394513e-02,-8.012093495212598171e+00,5.915271228795367264e+00,2.984737805338366287e-02
3.198744289093498594e+01,1.200159896550140814e+02,2.227840748988691111e+00,-8.168299113549933210e+00,5.764904215605247018e+00,-4.931303447269266838e-02
3.198746181871789673e+01,1.200160789821679401e+02,6.083727995245951092e-01,-8.278479448722439571e+00,5.569002236029340303e+00,-2.479140359839478755e-04
3.198736228142632143e+01,1.200160106470851815e+02,2.016317291398693978e+00,-8.391409254736130308e+00,5.437158479634496722e+00,-5.249640859681242028e-02
3.198750967374180831e+01,1.200160561620318447e+02,8.549055638091463294e+00,-8.455330083892382831e+00,5.354711918867073983e+00,-1.718731488169492408e-02
3.198743783017961206e+01,1.200160467651125060e+02,-4.613072445668619181e+00,-8.488752828533570494e+00,5.197353082710505667e+00,-3.824918258408747940e-02
3.198754829841138303e+01,1.200161534987037442e+02,5.419309177497501295e+00,-8.615921117590000122e+00,5.074663632804824687e+00,-6.734245465035781919e-02
3.198740610879891122e+01,1.200160440968343494e+02,1.648890299778818180e+00,-8.741843782157015852e+00,4.982273973427830072e+00,3.928104865091869985e-02
3.198738413189563801e+01,1.200159814666324820e+02,1.119356251475605646e+01,-8.742494515792696319e+00,4.819205281599836965e+00,4.851950799759609939e-02
3.198739365537321433e+01,1.200160524965797464e+02,1.215354973543938577e+01,-8.815839013917097233e+00,4.614707948323022890e+00,-7.496907018222302710e-02
3.198739656269799880e+01,1.200161951482894551e+02,-4.362638243823480089e+00,-8.905710645555421578e+00,4.480013774318548414e+00,-7.670168289849615961e-02
3.198743841700454382e+01,1.200162082426449643e+02,4.208674004032043392e+00,-9.015194445125207068e+00,4.484976208188607316e+00,6.021704105204846169e-02
3.198740447095361006e+01,1.200159605558795306e+02,-2.945398548708926256e+00,-8.942789632170530467e+00,4.273999279140668683e+00,3.672004953722780851e-02
3.198736243708897575e+01,1.200161270058851670e+02,3.549083877608167903e+00,-9.057959689817421278e+00,4.062704740489276212e+00,1.309876560318346808e-03
3.198726109106216597e+01,1.200160109852141090e+02,-7.874542960304172112e+00,-9.089180119786812284e+00,3.953418524317444227e+00,-5.617270505137161862e-02
3.198743109049051725e+01,1.200161063070485028e+02,-2.519263393740566404e+00,-9.173111111223359870e+00,3.830771853911805636e+00,-8.179070072103200237e-03
3.198737188611771032e+01,1.200161734656801258e+02,-8.179548028971527884e+00,-9.375824132670732780e+00,3.705848231591668984e+00,2.774378457212191285e-02
3.198738085452856694e+01,1.200161142245904529e+02,7.106313764260480781e+00,-9.301110062765536313e+00,3.526585507603762437e+00,4.490590391310245177e-02
3.198735446940549920e+01,1.200161634024909034e+02,-1.936531007533332238e-01,-9.433142829845111876e+00,3.286618717223197539e+00,3.923983309958634785e-02
3.198725733117577263e+01,1.200161402887374891e+02,-5.593320069227270430e+00,-9.471230462180512788e+00,3.293903359922215390e+00,-7.315960351363119674e-02
3.198729053422025714e+01,1.200161823574205329e+02,-1.141745709767596484e+00,-9.478901889658203572e+00,3.212000562096356315e+00,-8.599124486993071914e-02
3.198732918675702308e+01,1.200161515623763790e+02,5.893508619210487076e+00,-9.605096778043961336e+00,3.006406894436507660e+00,-5.587958330012852623e-03
3.198728800072023404e+01,1.200161785547174276e+02,4.372215091780036644e+00,-9.659603896513532462e+00,2.727123713184649301e+00,-1.097682394650707771e-01
3.198730202015748958e+01,1.200161492173665891e+02,-6.215403414681675009e-01,-9.663901747020007704e+00,2.651161794785938497e+00,-7.409269708721083481e-02
3.198726461307547453e+01,1.200161044964672072e+02,-1.213722916575818900e+01,-9.644928068926969189e+00,2.476238170833119145e+00,-6.787627822013718448e-02
3.198724982585664733e+01,1.200162075397151966e+02,-7.840956841017496792e+00,-9.704229037517547951e+00,2.293491135204051012e+00,5.506189851177709788e-02
3.198724656012431211e+01,1.200161429719718171e+02,-5.033750041742742098e+00,-9.772375292145200731e+00,2.078036091481666237e+00,4.908258086431262213e-02
3.198722860666761392e+01,1.200161682063179569e+02,-2.726513634350300919e+00,-9.762529078639264668e+00,2.019390537620797232e+00,7.193981575866541245e-02
3.198721375055517413e+01,1.200162028540816124e+02,-4.425455302029019045e+00,-9.817781916881935800e+00,1.808581313606009378e+00,-2.514188290287543495e-02
3.198720263165113664e+01,1.200162432813759636e+02,-8.705832551591923263e+00,-9.782641134145908524e+00,1.704679239858378770e+00,3.298372029230027536e-02
3.198727082123997789e+01,1.200161288252647864e+02,-2.346848225287156087e+00,-9.884128813925872947e+00,1.583267173364265812e+00,2.151109140933382593e-03
3.198724026384449459e+01,1.200162521604189578e+02,-1.436806259930007634e+01,-9.890938258986151865e+00,1.421469371366441026e+00,5.134077890608537698e-02
3.198722105938987426e+01,1.200161348008630569e+02,7.679767777329965739e+00,-9.902457556950528428e+00,1.261053886834700988e+00,-1.306546748722526956e-02
3.198724370009439966e+01,1.200162328859152581e+02,8.828473425447830314e-01,-9.884542573391758680e+00,1.018067449423223803e+00,-4.770807291441570702e-02
3.198714737732946745e+01,1.200162406937960071e+02,-9.052273297644399364e+00,-9.950285110502251840e+00,9.366562241974675240e-01,1.131413976872827354e-01
3.198715492442376629e+01,1.200161853846348521e+02,-1.005467928813706280e+01,-9.974153586370771762e+00,6.983558404439125233e-01,-9.104444164340216861e-02
3.198704591549439868e+01,1.200161644931734060e+02,-7.238940486496824311e-01,-9.904322324243484132e+00,6.318094789208900108e-01,5.902946606906674110e-02
3.198721386787697440e+01,1.200160904178721637e+02,5.021904746505107653e+00,-1.000190383023632634e+01,4.144501721614005652e-01,1.424845177374276829e-02
3.198717319476954302e+01,1.200161002981794809e+02,1.137643552473659625e+01,-1.003465428382576441e+01,3.130671063509345431e-01,5.452006666099300930e-02
3.198716775207135399e+01,1.200162144669055380e+02,2.648890551134551075e+00,-1.002372048180748720e+01,1.673016043764659622e-01,1.528963771049405077e-02
3.198714478610462209e+01,1.200161440291935264e+02,5.159118166478823042e+00,-1.003139046373934917e+01,2.733888462712548775e-02,4.064098806506392242e-02
3.198714807874817012e+01,1.200160921383432395e+02,-7.301670370356777795e+00,-1.002162211455788210e+01,5.833357269395333944e-02,3.124916201101971686e-02
3.198706850028450077e+01,1.200161593434172573e+02,-2.077715723616651300e-01,-9.916788791724444607e+00,7.434616594915796628e-02,2.379841534120426261e-02
3.198706003999817682e+01,1.200162600153639971e+02,1.002838562004184864e+00,-9.990110783601917177e+00,-1.641165170389429981e-02,-4.368036238552311379e-02
3.198715884071660653e+01,1.200162285926953274e+02,2.629732749390314983e-01,-1.006307022740415924e+01,-6.617040039558898246e-02,6.656721360279758970e-02
3.198705355869562084e+01,1.200161168964314982e+02,8.020226876228404578e+00,-9.979865561160012888e+00,-4.501012916768857425e-02,1.161915847085240316e-02
3.198702231717890143e+01,1.200161585692700470e+02,1.223014515582899264e+01,-1.002961032548414799e+01,6.807850073320768913e-02,-5.302580137976918399e-03
3.198713694797079654e+01,1.200161217282532533e+02,-2.635859453868402369e+00,-9.925999463809400680e+00,-1.465932398161247981e-03,3.717499627336975226e-02
3.198701674067765310e+01,1.200160893886564963e+02,-3.800255389795351713e-01,-9.946222894434933792e+00,-2.507716434086093571e-02,-4.714357697429885641e-02
3.198703068380493164e+01,1.200162432479506407e+02,-4.530866673727856231e+00,-1.004630787984910434e+01,-2.423945689058641315e-02,3.043338877389828098e-02
3.198695444147678302e+01,1.200161099041229136e+02,-1.129620111339992583e+01,-1.000055748411125833e+01,2.175495847303775959e-02,5.155921106539145676e-02
3.198702646036437258e+01,1.200161207601095867e+02,-1.039470429247924266e-01,-1.004806823301871788e+01,-8.088363232926029656e-02,1.649428121722464752e-02
3.198699515509210656e+01,1.200161714663186103e+02,4.954244453651631019e+00,-9.983059435826321604e+00,1.613327137888277696e-02,-3.368960029988871119e-02
3.198705205548787234e+01,1.200161409886439401e+02,-5.001084834207787821e+00,-9.969633866985981641e+00,2.744106099695733242e-02,1.218257095139547996e-02
3.198696860573141976e+01,1.200161675301188495e+02,4.130534048667778180e+00,-9.998943460509664760e+00,-6.991885379534361344e-02,1.913844619589576135e-02
3.198696356778833660e+01,1.200161483975974193e+02,-4.971032359489292674e+00,-1.002813575157840376e+01,5.791485230773514570e-02,-3.434917623438085710e-02
3.198704521021883451e+01,1.200161372326622882e+02,-2.202908325511405252e+00,-1.000872244475549167e+01,7.759547702644167821e-02,-1.912415986427217635e-02
3.198698901861281385e+01,1.200162537999065648e+02,5.101069326015606364e+00,-9.943858119964639641e+00,6.635227251636231782e-02,1.664176312881639891e-02
3.198702000244307797e+01,1.200160901321435460e+02,6.743119079102140923e+00,-1.002003487785375135e+01,-5.570728904895428171e-03,-5.275053156912751229e-02
