gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.199327892506196847e+01,1.200089088168869011e+02,1.050560058679866415e+01,-9.962561347528513522e+00,-1.095810078331675569e-01,-1.470818970220857426e-02
3.199330140621622220e+01,1.200088997131259418e+02,-3.812957307263140194e+00,-9.957334625343818857e+00,-8.697695298825341981e-02,-2.915864623996020782e-02
3.199313734431876100e+01,1.200090933608592820e+02,-2.256468773686667595e-01,-1.002446902849253618e+01,-2.109581852001586252e-02,-4.325272155964206278e-02
3.199315457203594448e+01,1.200089541190872922e+02,-5.725176319598713093e+00,-9.950742845066612219e+00,-4.220390410253724994e-02,1.064847269137490227e-01
3.199324975600731236e+01,1.200089903316723081e+02,2.625015924774370291e+00,-1.006588173418611021e+01,-4.059901624476770082e-02,-6.542155606228065856e-02
3.199314313703149537e+01,1.200089364488398900e+02,-5.433618645448988538e+00,-1.005812234442289288e+01,1.146527672551372751e-01,4.825676121980795874e-02
3.199314518242251992e+01,1.200089210318977848e+02,-4.513662870551918282e-01,-1.005282731480906477e+01,-3.849755969506382658e-02,3.820217724355117611e-02
3.199316274758282930e+01,1.200088809386091242e+02,1.919837909222923855e+00,-9.958268166378214659e+00,8.993199638270640839e-02,-4.654011537807285770e-02
3.199313395614734645e+01,1.200089466302199810e+02,1.377531474022416802e+01,-1.000997084655965352e+01,-1.946704283655599499e-02,-3.974697599230411077e-02
3.199313326601750873e+01,1.200089860656312339e+02,-1.356846273456543628e+01,-1.004595468684016168e+01,-5.685012934692640352e-02,-9.308618936226685514e-02
3.199312946514788436e+01,1.200090018981088633e+02,-3.817494276075071191e+00,-9.913305202652097137e+00,-1.170212177089299810e-01,-2.045368511602302288e-03
3.199305917212880601e+01,1.200089666216875059e+02,-2.459892290675842919e+00,-9.966802363403504117e+00,-3.553566692689024559e-02,1.924802477971822301e-02
3.199307959459118678e+01,1.200088629487268577e+02,1.464713526925090381e+00,-1.000685745974900165e+01,-1.173035226281024523e-03,-3.225807427759627699e-02
3.199319065761442005e+01,1.200088814660086030e+02,4.267553715648866763e+00,-1.002735140768448296e+01,-4.847477167620013738e-02,4.024456865131172817e-02
3.199309951583972733e+01,1.200088923518843131e+02,-3.601139517785166166e+00,-1.003205501616343653e+01,8.408033923876612886e-03,5.428215619912210577e-02
3.199302056432762598e+01,1.200089981306678908e+02,2.569881390991859860e+00,-1.001397311407214730e+01,-1.939545111379261874e-02,-1.872027741960103839e-02
3.199308124618335469e+01,1.200089752429133654e+02,1.003990247479008957e+01,-1.008925681027049315e+01,6.757486641215874890e-02,-4.523665425291134405e-03
3.199298804613200176e+01,1.200089527318928191e+02,2.436705383393248070e+01,-9.965417356486687694e+00,2.756967394147029609e-03,4.005558912541466732e-02
3.199299178022047840e+01,1.200089455082481749e+02,4.388366373942245019e-02,-9.971845393312833039e+00,-3.847906392927608749e-02,-8.479516273268072890e-02
3.199303946122089926e+01,1.200088563187749600e+02,2.671277991532321483e+00,-1.001394396883673998e+01,-5.936627953950979197e-02,-2.116028108599470048e-02
3.199299598447974802e+01,1.200089342391754741e+02,3.621916796535219252e+00,-1.009013227025702797e+01,5.769305898227222035e-02,8.587394342152115945e-02
3.199299789996637600e+01,1.200089056443718647e+02,-8.649249950187066105e+00,-9.970089713422556343e+00,-1.466353283044147596e-02,5.185458721827445466e-03
3.199302754614987521e+01,1.200089716247449303e+02,7.914081621814221812e-01,-1.006087277182673745e+01,-1.491649502746346390e-02,-1.019001635447263319e-02
3.199293171713340556e+01,1.200089867491747526e+02,7.677314712926680329e+00,-1.006259427932656081e+01,-1.978526619284174759e-04,3.847960268923374116e-02
3.199301391096851788e+01,1.200089380271456463e+02,-7.389334354000651750e+00,-9.972844604735286111e+00,-1.348600945160220201e-02,1.414846946556745644e-02
3.199299521991488504e+01,1.200089601027811455e+02,-1.181181016821724938e+01,-1.002580431387554505e+01,3.690547471363636589e-02,3.624512320937495202e-02
3.199297908772187782e+01,1.200089557845570454e+02,1.481992425058322738e+00,-1.003913234278078548e+01,-4.089523642900455558e-02,-1.524170276805662111e-02
3.199292048962346868e+01,1.200090047883196860e+02,-1.006521706284310724e+01,-9.996469456460975067e+00,7.065395399293422640e-02,7.989792145319694894e-02
3.199291067925940268e+01,1.200090075251193582e+02,6.175555417700407945e-01,-9.985734452176160403e+00,-5.436826996200359169e-02,-8.925817997684291905e-02
3.199291373977515462e+01,1.200090544190411777e+02,-9.282303678021488480e+00,-9.980375751273495410e+00,4.470927569271754276e-02,-1.758163539165169542e-02
3.199292264627793259e+01,1.200090260834894451e+02,-8.922840128599816012e+00,-9.971858123841373711e+00,-2.722084913831007008e-02,2.729970775213232115e-02
3.199286299326227478e+01,1.200089190916361019e+02,-3.794861743589490466e+00,-9.976623190214139569e+00,7.301238626876944970e-02,-4.760596959103144399e-02
3.199286907235324051e+01,1.200089082532980456e+02,-7.542262816838359640e+00,-9.961036485486374659e+00,3.045826161397161003e-02,3.276641153003905654e-02
3.199297800974880346e+01,1.200090106240241425e+02,1.288444946672573899e+01,-1.001678361051155441e+01,4.544858758273555288e-02,3.190386727281868673e-02
3.199290856589528431e+01,1.200089924697480086e+02,-1.086459604714249494e+01,-9.987334353668728681e+00,1.225737307727610935e-03,-1.510257384953479082e-02
3.199284011933198002e+01,1.200089599032328778e+02,-6.779922597104492965e+00,-9.976250350134019840e+00,-1.025390069808252216e-02,1.866398760176006533e-02
3.199275645852290495e+01,1.200089997876686994e+02,5.250145330228498608e+00,-1.000331489578260324e+01,6.631953633728741859e-02,-1.236102847416566120e-02
3.199285540566637920e+01,1.200089843408924537e+02,1.013142796820653224e+01,-1.008484995180421073e+01,5.103027105750282399e-02,4.932156299937678900e-03
3.199281335409387239e+01,1.200090472274651745e+02,2.848378430922719584e+00,-9.953369038927650791e+00,-2.360967986739784252e-02,-7.616058596659774915e-02
3.199290409532617474e+01,1.200090095943844091e+02,1.982431632066534632e+01,-9.993301420284929293e+00,-9.320678023967634077e-03,-4.954719436234175656e-02
3.199286592035793575e+01,1.200089784623398543e+02,3.550372092502454002e-01,-1.000949737607785295e+01,2.091613650684556042e-02,2.193874818949477501e-02
3.199282727441888952e+01,1.200090242386424819e+02,-7.308051170029024046e-01,-1.007120997833596121e+01,-3.916300027371288905e-02,-4.098487774710877357e-02
3.199284184817057053e+01,1.200089475364511600e+02,-6.579428104700220992e+00,-1.000363240721255664e+01,-4.163658937209423899e-02,-1.412393003348500625e-02
3.199282184137127416e+01,1.200089690604707471e+02,4.257273747581399093e+00,-1.002329373003276558e+01,4.201681867610813914e-02,5.946268559785403834e-02
3.199285215284324124e+01,1.200089269214277294e+02,2.222542450713262063e+00,-1.007615362417809735e+01,-9.004171625859701137e-04,-7.473931405156873653e-02
3.199271515746125871e+01,1.200090355149541637e+02,6.158415100464623926e+00,-1.002765849413315991e+01,-1.908408618198165901e-02,4.833309143739192293e-02
3.199271896898170553e+01,1.200090446061716136e+02,9.492958884226894156e-01,-1.008680627049860945e+01,-4.690262924818722895e-02,1.706435744151399078e-02
3.199286910525012217e+01,1.200089953904992797e+02,1.985947736010848841e+00,-9.997678740805753250e+00,-4.848279755952434461e-02,-2.595815783107448607e-02
3.199279428376238243e+01,1.200089869710300832e+02,5.069253809219536500e+00,-9.995213538270743214e+00,-2.024959258404264439e-02,1.178840895036931298e-02
3.199274875145425057e+01,1.200089553321566314e+02,2.773951224301425267e+00,-9.972313835969172757e+00,1.657854187864312920e-02,-2.203581373245544830e-02
3.199269107418570002e+01,1.200090359428088078e+02,-6.507106363493498691e+00,-9.995168461083810740e+00,-2.351846363294105360e-02,-2.991388294187321759e-02
3.199267231791929689e+01,1.200089598727024907e+02,3.843819378043265900e+00,-1.010458830541634079e+01,-1.259618669246421671e-02,8.284740649588354100e-03
3.199275450182323510e+01,1.200089958272619839e+02,5.567585330028214097e-01,-9.951630753815974728e+00,7.127418212580685641e-02,9.084360806091974078e-03
3.199263835418432222e+01,1.200089924634373943e+02,-9.259074860740500457e-01,-1.003468217026952658e+01,-9.705444419768267938e-02,-8.689653952144742177e-02
3.199265055219910181e+01,1.200089480993992055e+02,-1.951734325372160406e+00,-1.003735305979822634e+01,-2.332036409680887309e-02,-1.802304969402476753e-02
3.199268622416463970e+01,1.200089189953239384e+02,-3.114548590548236184e+00,-1.002212611528373465e+01,5.497944576309282683e-02,6.304597856206532736e-02
3.199275836823223784e+01,1.200089859064957380e+02,-9.783538599808588865e-02,-1.001325033843458101e+01,-3.539438723139642917e-02,7.931324522237487296e-02
3.199264102401809851e+01,1.200090196195856720e+02,-3.124906484959709463e+00,-1.005323276365101037e+01,1.802774814888216670e-02,-6.473800454202841004e-02
3.199267354807269115e+01,1.200090539043992379e+02,3.741150374205523654e+00,-1.002099780898234727e+01,-5.751554644313184271e-03,2.443902885985793985e-02
3.199269904081212701e+01,1.200089692079612718e+02,9.112103297597341722e+00,-1.001758608348973389e+01,3.864536979168620157e-02,-7.271364781548050882e-02
3.199270107192853629e+01,1.200089956152645954e+02,-6.466839513246186222e+00,-9.866244929660277663e+00,9.237523024350163814e-02,-9.855718024490332796e-03
3.199263141396955845e+01,1.200088899609689292e+02,7.725558428666232658e-01,-9.986520848287476326e+00,-5.528807224708710139e-03,-8.818014636418212288e-03
3.199267131346831761e+01,1.200089538674710496e+02,6.348968781366695957e+00,-1.001391242616220723e+01,9.866174700705933331e-02,5.844275923812745216e-02
3.199258560285223396e+01,1.200089326134421270e+02,6.647140096421800592e+00,-9.959083335588379882e+00,-9.573349953741316920e-02,5.997132885746348299e-03
3.199263229277468312e+01,1.200088827376272889e+02,-8.371109404727585357e+00,-1.011241699439513653e+01,-3.928153071523138307e-02,-5.539795611347780868e-02
3.199262086398547567e+01,1.200089222051376936e+02,-6.022593410809403025e+00,-9.957096802566992366e+00,-1.622124335042777685e-02,1.898467383860673666e-02
3.199265689577960003e+01,1.200089555748639611e+02,7.899011359891471074e+00,-9.908559834927272547e+00,6.263267115745953066e-03,5.297368187198066292e-02
3.199257532945867055e+01,1.200089691531900513e+02,-5.853949164206673217e-01,-9.944217505331632623e+00,2.564466676900308342e-02,1.414787705847720192e-02
3.199261947710901666e+01,1.200089526329716278e+02,-4.386639451723561400e+00,-1.001577368851397587e+01,-1.026071171956583206e-01,9.565897168566089848e-02
3.199256134207651314e+01,1.200089249574230195e+02,-7.107191017619830298e+00,-1.000042837934656781e+01,-3.682958471758699531e-02,-7.617646704534999924e-02
3.199256105556819563e+01,1.200089377901168604e+02,-3.697835547860650607e+00,-1.005893877878202325e+01,5.250238793042151519e-02,-3.298408279463657666e-02
3.199255834629237683e+01,1.200089080096468734e+02,7.905354646039509880e+00,-9.963096119229328806e+00,-3.695319582217785476e-02,1.817062295440527789e-02
3.199258493233195466e+01,1.200089307321390208e+02,-6.309477624234445248e-01,-1.001821391555558094e+01,-5.197322754309942339e-02,-4.258799627375339097e-02
3.199262949914101739e+01,1.200088903278891905e+02,-5.614627451626433619e+00,-9.952070147617877893e+00,7.140892262324106954e-02,-9.352362838824400046e-03
3.199255231688934487e+01,1.200089428033175807e+02,-1.057706076131334783e+01,-1.002152415680893149e+01,-3.136315871773261155e-02,2.320556814267769885e-02
3.199254855107133722e+01,1.200089925973848324e+02,1.162180939380350053e-02,-9.961424130521697506e+00,-2.543037237978337112e-02,3.907747081699669556e-02
3.199253716027761740e+01,1.200087943526921492e+02,-3.786970954639662157e+00,-1.004985001175054471e+01,3.138158275807238079e-02,4.838129957434446349e-02
3.199246500395522119e+01,1.200089042207281551e+02,1.033923084139103032e+01,-9.999326642465947046e+00,-1.281749307447167807e-01,6.119624969678020415e-02
3.199248315589683145e+01,1.200089539422666292e+02,-2.188638577888219139e+00,-9.960295004652900630e+00,2.432175421194386275e-02,-8.485631393532314798e-03
3.199242903018922135e+01,1.200089651452099986e+02,-1.185123991997636494e+01,-1.003656241167131213e+01,-1.771582410578362993e-02,-5.150130841240870005e-02
3.199249746754304624e+01,1.200090396958418921e+02,3.277711118692103742e+00,-9.982232140033371337e+00,-2.334632619679758922e-02,5.543867188695347781e-02
3.199240021054259131e+01,1.200090449124393075e+02,-8.815595750020852606e+00,-1.000828453374693439e+01,-5.842306074264180978e-03,-5.152480285753759104e-02
3.199241462982481465e+01,1.200089415487063178e+02,4.869280527102804790e+00,-1.009511123123297871e+01,7.352785274891250611e-02,-2.781153557892550310e-02
3.199254731617050851e+01,1.200089320160330146e+02,4.306989396942840997e+00,-9.942655207701804443e+00,7.275367098495467977e-02,-4.592451121784436700e-03
3.199240802353471125e+01,1.200089949946444108e+02,-7.199839568107736731e+00,-1.003708356718233574e+01,-3.933348443055273598e-03,3.828742422133933274e-03
3.199237547197773424e+01,1.200090661601435045e+02,-1.010304791829696391e+01,-1.005869166542019144e+01,5.773475703254385416e-02,-2.045713083551499445e-02
3.199239486589916837e+01,1.200089520696338070e+02,-2.272485382306314694e+00,-9.911854959781429386e+00,-9.838483266970178553e-02,-1.032910643935174289e-01
3.199242450474000066e+01,1.200089647046600447e+02,-7.741590080463557122e+00,-1.004036120717771574e+01,-2.517326442691487920e-02,-4.258934958475379950e-02
3.199246156094421423e+01,1.200088644878281343e+02,-3.663173734119999470e+00,-1.001045746174414575e+01,-8.375965297645514285e-02,-3.053562694753975820e-02
3.199238518903590389e+01,1.200089444096768005e+02,2.033293765358980210e+01,-9.911880383280855966e+00,-9.176652651527443527e-02,-8.607750317852439631e-03
3.199236079909611519e+01,1.200089167211564813e+02,-1.613605544537003444e+00,-9.943283241175079112e+00,-6.913923435620691893e-02,-6.720493397793951551e-02
3.199242269223148938e+01,1.200089338229403779e+02,-3.175201453254598571e-01,-9.945693828265595116e+00,7.823359399497878397e-02,-2.800425482418684303e-02
3.199249125981480901e+01,1.200089166131955523e+02,-1.831914592087693094e+01,-1.005062036647619372e+01,2.653836975736151849e-01,-6.336681710663566447e-02
3.199245940242591146e+01,1.200089068554836018e+02,-4.056105699289887845e+00,-1.004400995037018518e+01,3.388601431898868865e-01,-1.496625137827305857e-02
3.199234611080806090e+01,1.200089029725122742e+02,-2.824763641654484125e+00,-9.946956470422788854e+00,5.514462116515870260e-01,-3.474661678853024991e-03
3.199236639255093451e+01,1.200088843195312478e+02,2.426999641247027828e+00,-9.977871064452859429e+00,6.439708362543278275e-01,4.707294660401062369e-02
3.199237337148633742e+01,1.200089697056744313e+02,1.227165958135487855e+01,-1.000850713742942943e+01,7.820214442699979784e-01,-1.300454740950002588e-02
3.199234046298358436e+01,1.200089551748576184e+02,-1.030226222099373867e+00,-9.975301420380155548e+00,9.766933543743486767e-01,3.385752552468968696e-02
3.199230818911131635e+01,1.200088943766718614e+02,9.490525132240229311e+00,-9.926648289072046438e+00,1.057457958541586862e+00,-3.768898051356367462e-02
3.199226562866836332e+01,1.200089093438425465e+02,3.062022133378191846e+00,-1.002791482429648262e+01,1.218092881250845139e+00,1.250802899000224601e-02
3.199222746084528879e+01,1.200089057323990147e+02,2.262039338463793126e+00,-9.908078881734681431e+00,1.335788751755873527e+00,3.885993283912530377e-02
3.199226853787171976e+01,1.200088711299929116e+02,-1.049017304329203482e+00,-9.848755580822681210e+00,1.519909673013772444e+00,-4.758065288113576263e-02
3.199227160902687217e+01,1.200089975140053866e+02,-4.685870038716058339e+00,-9.825809194547170833e+00,1.840041328280592303e+00,-5.357902603550922932e-02
3.199227398044417825e+01,1.200090405216032252e+02,-1.755545390971579023e+00,-9.832605038939083997e+00,1.980820126645788104e+00,-9.149806473381587313e-03
3.199227107742644804e+01,1.200089335046307468e+02,2.744546449564768231e+00,-9.673947292644143658e+00,2.021088322775617563e+00,-3.318811160788530390e-02
3.199219433301544058e+01,1.200089178119720259e+02,-1.134378580473920017e+01,-9.699655637031298738e+00,2.272952546379460426e+00,4.679117189725646997e-02
3.199220818994755078e+01,1.200090762987383073e+02,3.057997206635116427e+00,-9.757218275057123691e+00,2.312973977215794452e+00,2.231069756565234874e-02
3.199222364750578862e+01,1.200090173617183495e+02,3.944804699863217134e+00,-9.674876629919829440e+00,2.530669020721598272e+00,-3.978340417550658981e-02
3.199221724553291324e+01,1.200089710324816252e+02,-6.508590092491867374e+00,-9.600065218673245582e+00,2.679838414544991387e+00,-5.266106352455937611e-02
3.199221790150327749e+01,1.200090592777232246e+02,-6.406627542857921576e+00,-9.627566111708910412e+00,2.714764168601352612e+00,-8.660527410154215955e-02
3.199218176221497245e+01,1.200090498835051562e+02,-9.714510775286919753e+00,-9.527488780994110229e+00,2.835382850150438117e+00,-1.085415301558358137e-01
3.199213593543822398e+01,1.200089589682789466e+02,-2.691979131141578829e+00,-9.509200569833563321e+00,3.144484377234222805e+00,-6.262738910618208255e-02
3.199224051403839653e+01,1.200091350694684280e+02,-6.510176360953300545e+00,-9.476042997441703974e+00,3.293406330938106308e+00,-6.615796045529516965e-03
3.199213417232285295e+01,1.200089630064249349e+02,-3.895456291565475015e-01,-9.377195322748617556e+00,3.440390723134442830e+00,-1.073486867561073387e-02
3.199218981928442318e+01,1.200089056953788003e+02,-2.364703915436163206e-01,-9.407467070793057218e+00,3.550456949215007540e+00,-2.854348791846447395e-02
3.199219617995677112e+01,1.200090410690175702e+02,3.700396793293274200e+00,-9.289681659421535898e+00,3.680071416156931896e+00,7.711679064181509863e-03
3.199212656617426376e+01,1.200089356377482659e+02,-5.088689373795198811e+00,-9.225579857125206118e+00,3.789462607113149861e+00,6.860468259391312718e-02
3.199213845663027200e+01,1.200090293681885356e+02,-9.794133735977785804e-01,-9.107334044580781551e+00,3.981296282500895067e+00,6.353894710628213427e-02
3.199216418140186846e+01,1.200089427883207662e+02,-4.095830487855093516e+00,-9.097101178927637477e+00,4.147726863103625483e+00,-1.156667490133226894e-01
3.199217395354130389e+01,1.200090161545096663e+02,5.646021338106440801e+00,-9.004975061597580321e+00,4.339538187643507960e+00,-8.808420128886425282e-02
3.199213505565070292e+01,1.200090495979928562e+02,4.456581271243207354e+00,-9.074651113719632178e+00,4.428493765327297993e+00,-8.103221952484364332e-02
3.199204580323906910e+01,1.200089754234567891e+02,1.225669547065934673e+01,-8.791551773707272588e+00,4.498814653189077362e+00,8.884906668608261171e-02
3.199211343987336775e+01,1.200089836730000172e+02,-6.244326646222786437e+00,-8.831168127695145031e+00,4.645726269891976123e+00,2.874782059213509822e-02
3.199210362555271203e+01,1.200090939735482323e+02,5.561835800805270402e+00,-8.745706699457445055e+00,4.765753025158864453e+00,-6.525254425472302999e-02
3.199206265685114658e+01,1.200091327297152191e+02,-3.199089982448783509e+00,-8.593291270067904719e+00,4.940794826306388998e+00,7.972406810693372092e-02
3.199209295660818242e+01,1.200089304710256073e+02,3.448137186225139761e-01,-8.579103737946820019e+00,5.091916784780270433e+00,-1.615608299842045655e-03
3.199210569336340626e+01,1.200091178504529807e+02,1.087637552134343899e+01,-8.506964130422701942e+00,5.280230302422592281e+00,-1.248826066468905656e-02
3.199207087355123846e+01,1.200089794190238308e+02,5.842673164143857845e-01,-8.474195483369371118e+00,5.437907500277521677e+00,4.380466195604174051e-02
3.199208751768165726e+01,1.200090409148082671e+02,6.193417307502026681e+00,-8.418046774749079475e+00,5.525104674551940320e+00,1.453069779501831981e-03
3.199200220904606340e+01,1.200090020553857357e+02,-3.590855522810610378e-01,-8.213322321504190171e+00,5.711941366487039318e+00,2.300998570659535183e-02
3.199205257706347894e+01,1.200091097211538340e+02,1.909107364582555144e+00,-8.145071079312833362e+00,5.773157405398800179e+00,-1.741939283935235727e-02
3.199203865464443552e+01,1.200091874621679295e+02,1.003760053924356477e+01,-8.159260233974126919e+00,5.934972962031094923e+00,5.587834242588908887e-03
3.199197374483527057e+01,1.200090783104067214e+02,2.069572758826759173e+00,-8.086632193161806370e+00,6.080678776719455669e+00,8.976187682648527344e-02
3.199207426380959518e+01,1.200090787333318474e+02,-1.413329172936624856e+00,-7.860947056553878376e+00,6.102273562287150455e+00,4.313699685233035597e-02
3.199209971807647079e+01,1.200090648077635365e+02,3.490861980457258262e+00,-7.800060123741058504e+00,6.211400318914780172e+00,-5.513267946979367833e-03
3.199198620955285932e+01,1.200090916467846824e+02,1.103948969184515327e+01,-7.670737689570537476e+00,6.381523790727552381e+00,-7.834113707886647404e-02
3.199197593591788902e+01,1.200091234587831366e+02,-2.374919529294068798e+00,-7.608118068326414907e+00,6.504813625011367506e+00,-3.041541006175782144e-02
3.199199217851529298e+01,1.200091602307415855e+02,4.796461675404710689e+00,-7.537959839175815802e+00,6.625973126520289469e+00,4.076253326203684718e-02
3.199197768525412044e+01,1.200090995843606834e+02,-9.406274755574662194e+00,-7.360460509605387891e+00,6.705228197324412776e+00,-2.069299515954707916e-02
3.199201097180244346e+01,1.200091826401415744e+02,3.922882142174040077e+00,-7.314547464822720002e+00,6.896764310233952422e+00,-8.905140362744776161e-02
3.199202257559758777e+01,1.200091719702312076e+02,-1.667897935430564749e+00,-7.176142532802257890e+00,6.989050537714259548e+00,-2.459807754953597519e-02
3.199196298465102117e+01,1.200091845323044453e+02,-8.683190048006053985e+00,-7.006183991506820696e+00,7.116470949249691813e+00,-1.439862515113593880e-02
3.199192285021653959e+01,1.200093081334736524e+02,2.620952442070886956e+00,-6.970582134291730014e+00,7.231159700390040967e+00,-5.379608452511167732e-02
3.199201109043018576e+01,1.200090815068921160e+02,-3.992913945329213732e+00,-6.832203292735495204e+00,7.253839917916731217e+00,-4.294575260388900501e-02
3.199195015450407098e+01,1.200091697495724787e+02,-1.188648479401757285e+01,-6.692658907532083923e+00,7.413515611318678644e+00,-2.829612407452882297e-02
3.199197626058709076e+01,1.200091462100801181e+02,4.973334906779562914e+00,-6.641374208581108718e+00,7.505378716859897992e+00,-7.266755430253267478e-02
3.199197499676361289e+01,1.200091292804505088e+02,1.232991709398114644e+00,-6.454641131819257360e+00,7.618415219726585974e+00,-8.048727176495828681e-03
3.199189300734890651e+01,1.200091338777877468e+02,6.687436914304518698e-01,-6.424966125871508282e+00,7.749355878539016196e+00,6.187266822228602164e-02
3.199189347665639716e+01,1.200091742759609872e+02,8.167351732183066204e+00,-6.299031772573850496e+00,7.849437126543707954e+00,5.511795027315355422e-02
3.199198234825705001e+01,1.200092977533810483e+02,3.535467882213088053e+00,-6.041413455836740276e+00,7.871070938896279401e+00,-1.350030315104077186e-02
3.199195489743383902e+01,1.200092570668906546e+02,-8.639358604549006060e+00,-6.060822646805793745e+00,8.010986927011238379e+00,1.931767746068833308e-02
3.199187266001269592e+01,1.200091587757518141e+02,-7.938071507745156352e-02,-5.886158902770286971e+00,8.106406372054705045e+00,5.542421121665970507e-02
3.199188733372751159e+01,1.200092747481213706e+02,-3.567396387181744455e+00,-5.710490404336493242e+00,8.196055451737214170e+00,7.894445491164082951e-02
3.199180264611548097e+01,1.200092885071482414e+02,4.679401536506859749e-01,-5.642500471715227839e+00,8.158671728954267621e+00,-1.192054532924667481e-01
3.199188634228281103e+01,1.200092782064824064e+02,-2.279708816882124012e+00,-5.416526214106236026e+00,8.377740554293801267e+00,-6.497165039298652411e-02
3.199189651794702982e+01,1.200092537748173100e+02,3.118879491120646108e+00,-5.375427711762911898e+00,8.494431155310193660e+00,1.584717890134374960e-02
3.199188505846560560e+01,1.200093522224976539e+02,8.979425979405014857e+00,-5.167469491455177533e+00,8.559264053669897621e+00,-8.197512921597624458e-02
3.199188439919303661e+01,1.200092439212846074e+02,8.520047042001232640e+00,-5.057635429342875355e+00,8.546247732701353073e+00,-5.339421013384093584e-02
3.199191511969953794e+01,1.200092338668376755e+02,1.203408333106681205e+01,-4.880884912960245181e+00,8.761075748978489841e+00,-2.596611237850200010e-02
3.199191878035147241e+01,1.200092386680499885e+02,2.718699237166615656e+00,-4.812825902377133147e+00,8.860985571575549002e+00,4.563469975661188505e-02
3.199189041977705728e+01,1.200092830981254082e+02,-2.648452147590681260e+00,-4.644855604775682600e+00,8.806421398960729618e+00,3.776928116008354541e-02
3.199190697006946493e+01,1.200093864076821291e+02,2.022624529275114380e+00,-4.511826289219672326e+00,8.891335528805587529e+00,6.144594318996449145e-02
3.199185697623885005e+01,1.200094481267668840e+02,-6.764582539591073029e+00,-4.402548650202610325e+00,8.938907753538153145e+00,-2.996920308043037398e-02
3.199176156724971420e+01,1.200094196731770779e+02,2.868337918683283583e+00,-4.196358076759003630e+00,9.043359613575843170e+00,-5.985622801843118283e-03
3.199188740855995761e+01,1.200093457801456651e+02,-4.355463187394686742e+00,-4.184134723029675484e+00,9.160569788986231643e+00,-3.284156337364810274e-02
3.199191805954882639e+01,1.200093489089215950e+02,-2.963785214243577215e-01,-4.026456705444540596e+00,9.290726088964209595e+00,4.704452435878317407e-02
3.199184989418817437e+01,1.200094020038767866e+02,-2.174073410499167469e+00,-3.742002247217622646e+00,9.202500442810878312e+00,-6.434130713833556559e-02
3.199176485095750522e+01,1.200094075105916005e+02,-5.411106027160831999e+00,-3.637452445077488328e+00,9.282352155378021052e+00,1.452334896135714509e-02
3.199184616383107027e+01,1.200093179956660947e+02,1.215532912102993102e+01,-3.471038055243069298e+00,9.388659198116958038e+00,-3.205180133224284217e-03
3.199185080860867103e+01,1.200093801493825652e+02,4.795488698563317165e+00,-3.403180556082234354e+00,9.462552525250828239e+00,-6.943822101571178740e-02
3.199183535355842167e+01,1.200094408680809437e+02,6.239828646726591543e+00,-3.193531970308280510e+00,9.447088071485142180e+00,-1.996973104638722074e-01
3.199189702913386313e+01,1.200094241576596090e+02,2.589110246926501269e+00,-2.978116442517257934e+00,9.525494497986803921e+00,2.198615975350146426e-02
3.199184940278430389e+01,1.200094552475197247e+02,-5.447334167754798173e-01,-2.907321465192282517e+00,9.542905500370691740e+00,7.789636353964696225e-02
3.199181528147696696e+01,1.200093808899730163e+02,7.785632482684234912e-01,-2.797694359612954873e+00,9.598988047423297587e+00,-6.523347449508207219e-02
3.199182067286878706e+01,1.200094530004827220e+02,6.027672428732261167e+00,-2.626203331564992638e+00,9.680937630569991015e+00,-2.823983245521844571e-02
3.199188107728435781e+01,1.200095061577362259e+02,1.046991723152595455e+01,-2.429724230866919576e+00,9.608635896853664704e+00,-2.678725512006023546e-02
3.199179030085468867e+01,1.200094870648420908e+02,-7.873764928621792336e+00,-2.317128818633710452e+00,9.791505616786494670e+00,-2.544956985158475932e-02
3.199180552918821263e+01,1.200095718277014640e+02,2.028474576372120808e+00,-2.105334308515219632e+00,9.671835099292922067e+00,-7.145652691980590443e-02
3.199179801741090046e+01,1.200095684388102200e+02,3.716978740446514884e+00,-2.029415960876581604e+00,9.738302659167910491e+00,6.050101873427046750e-02
3.199174883346316989e+01,1.200095045599572785e+02,4.838931219031207931e+00,-1.878901191202151821e+00,9.839679399351290101e+00,7.469566489939591380e-02
3.199186387487575800e+01,1.200095891569619226e+02,-6.096344619294841394e+00,-1.697058589025406405e+00,9.808606474068438885e+00,8.587829635474992021e-03
3.199174635754483020e+01,1.200096571926832780e+02,-1.720256958674946191e+01,-1.545654468713645979e+00,9.938576498663206138e+00,-6.677994760189844697e-03
3.199175258640660147e+01,1.200095282174410443e+02,9.384592365572673955e+00,-1.363295637414209782e+00,9.931545614686124068e+00,6.949592965237540165e-03
3.199183669534121321e+01,1.200094420179849948e+02,1.196202304329419341e+01,-1.232281700929878543e+00,9.880877034120814528e+00,2.718560789695820268e-02
3.199182989873716565e+01,1.200095453794327227e+02,9.619295191350770935e+00,-1.058847086017254302e+00,1.002296941971265909e+01,1.990384255506805200e-02
3.199187320739482487e+01,1.200095272616908773e+02,-4.922877710814874241e+00,-8.513848776885667435e-01,9.856970040858458404e+00,-5.610014407992646585e-02
3.199181813198926250e+01,1.200094547474700164e+02,-2.983609343981724837e+00,-7.522653515951579495e-01,9.948860704917683151e+00,9.664964218159429604e-03
