ref_gps_lat (deg),ref_gps_lon (deg),ref_gps_alt (m),ref_gps_vN (m/s),ref_gps_vE (m/s),ref_gps_vD (m/s)
3.149913601589184609e+01,1.204202506245627546e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149914918024600397e+01,1.204202650165056241e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149916234460013698e+01,1.204202794084504973e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149917550895423801e+01,1.204202938003973742e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149918867330832128e+01,1.204203081923462690e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149920183766236903e+01,1.204203225842971960e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149921500201638835e+01,1.204203369762501410e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149922816637038991e+01,1.204203513682050897e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149924133072435595e+01,1.204203657601620705e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149925449507830066e+01,1.204203801521210409e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149926765943221696e+01,1.204203945440820434e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149928082378610839e+01,1.204204089360450780e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149929398813996784e+01,1.204204233280101022e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149930715249380242e+01,1.204204377199771585e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149932031684760503e+01,1.204204521119462328e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149933348120138632e+01,1.204204665039173108e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149934664555513919e+01,1.204204808958904067e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149935980990886364e+01,1.204204952878655348e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149937297426256677e+01,1.204205096798426666e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149938613861623438e+01,1.204205240718218164e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149939930296987711e+01,1.204205384638029699e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149941246732349498e+01,1.204205528557861555e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149942563167708798e+01,1.204205672477713591e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149943879603064900e+01,1.204205816397585664e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149945196038418516e+01,1.204205960317477917e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149946512473769289e+01,1.204206104237390491e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149947828909117931e+01,1.204206248157323245e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149949145344463020e+01,1.204206392077276035e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149950461779805622e+01,1.204206535997249148e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149951778215145737e+01,1.204206679917242013e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149953094650483010e+01,1.204206823837255342e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149954411085817796e+01,1.204206967757288851e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149955727521149740e+01,1.204207111677342681e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149957043956478486e+01,1.204207255597416264e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149958360391805456e+01,1.204207399517510311e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149959676827128874e+01,1.204207543437624395e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149960993262450160e+01,1.204207687357758800e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149962309697768603e+01,1.204207831277913101e+02,0.000000000000000000e+00,1.459638350801517248e+01,1.367280470448335805e+01,0.000000000000000000e+00
3.149963625694288183e+01,1.204207975252725618e+02,0.000000000000000000e+00,1.458162710360131165e+01,1.368854086495413291e+01,0.000000000000000000e+00
3.149964939715258438e+01,1.204208119473092466e+02,0.000000000000000000e+00,1.455368573281715072e+01,1.371824447917422418e+01,0.000000000000000000e+00
3.149966251023905883e+01,1.204208264029342672e+02,0.000000000000000000e+00,1.452198866954922885e+01,1.375179424953280005e+01,0.000000000000000000e+00
3.149967559445802223e+01,1.204208408941475881e+02,0.000000000000000000e+00,1.448995412441392894e+01,1.378554422111725586e+01,0.000000000000000000e+00
3.149968865009043384e+01,1.204208554204404891e+02,0.000000000000000000e+00,1.445879278875413299e+01,1.381822387616697512e+01,0.000000000000000000e+00
3.149970167812052324e+01,1.204208699804526645e+02,0.000000000000000000e+00,1.442890433405021255e+01,1.384943030304230582e+01,0.000000000000000000e+00
3.149971467975053230e+01,1.204208845725761563e+02,0.000000000000000000e+00,1.440039148365609023e+01,1.387907508148308544e+01,0.000000000000000000e+00
3.149972765622365145e+01,1.204208991951728933e+02,0.000000000000000000e+00,1.437324938159533083e+01,1.390718167762501700e+01,0.000000000000000000e+00
3.149974060876032311e+01,1.204209138466511178e+02,0.000000000000000000e+00,1.434743533186002296e+01,1.393381137370871237e+01,0.000000000000000000e+00
3.149975353853648485e+01,1.204209285254900976e+02,0.000000000000000000e+00,1.432289444679074641e+01,1.395903630864575007e+01,0.000000000000000000e+00
3.149976644667700043e+01,1.204209432302459533e+02,0.000000000000000000e+00,1.429956904419542418e+01,1.398292977706344331e+01,0.000000000000000000e+00
3.149977933425483911e+01,1.204209579595511457e+02,0.000000000000000000e+00,1.427740205463583401e+01,1.400556284375176652e+01,0.000000000000000000e+00
3.149979220229218768e+01,1.204209727121113218e+02,0.000000000000000000e+00,1.425633822112362203e+01,1.402700326245521900e+01,0.000000000000000000e+00
3.149980505176225876e+01,1.204209874867018328e+02,0.000000000000000000e+00,1.423632448535804862e+01,1.404731522916726050e+01,0.000000000000000000e+00
3.149981788359136559e+01,1.204210022821639399e+02,0.000000000000000000e+00,1.421731007449374573e+01,1.406655943170532908e+01,0.000000000000000000e+00
3.149983069866092933e+01,1.204210170974011476e+02,0.000000000000000000e+00,1.419924647806317353e+01,1.408479319887978143e+01,0.000000000000000000e+00
3.149984349780951831e+01,1.204210319313757651e+02,0.000000000000000000e+00,1.418208738512946532e+01,1.410207067776045520e+01,0.000000000000000000e+00
3.149985628183481978e+01,1.204210467831056661e+02,0.000000000000000000e+00,1.416578860766862569e+01,1.411844301340786600e+01,0.000000000000000000e+00
3.149986905149548022e+01,1.204210616516612902e+02,0.000000000000000000e+00,1.415030799991038180e+01,1.413395852221421300e+01,0.000000000000000000e+00
3.149988180751296341e+01,1.204210765361625164e+02,0.000000000000000000e+00,1.413560537734722544e+01,1.414866285611159036e+01,0.000000000000000000e+00
3.149989455057322729e+01,1.204210914357761766e+02,0.000000000000000000e+00,1.412164243687760035e+01,1.416259915711015616e+01,0.000000000000000000e+00
3.149990728132844708e+01,1.204211063497133409e+02,0.000000000000000000e+00,1.410838267870175500e+01,1.417580820240270612e+01,0.000000000000000000e+00
3.149992000039858198e+01,1.204211212772269874e+02,0.000000000000000000e+00,1.409579133025777331e+01,1.418832854052334547e+01,0.000000000000000000e+00
3.149993270837289572e+01,1.204211362176095577e+02,0.000000000000000000e+00,1.408383527234593835e+01,1.420019661911143949e+01,0.000000000000000000e+00
3.149994540581144875e+01,1.204211511701910382e+02,0.000000000000000000e+00,1.407248296752538153e+01,1.421144690482667272e+01,0.000000000000000000e+00
3.149995809324645890e+01,1.204211661343366728e+02,0.000000000000000000e+00,1.406170439082954005e+01,1.422211199593523112e+01,0.000000000000000000e+00
3.149997077118365851e+01,1.204211811094453140e+02,0.000000000000000000e+00,1.405147096282430574e+01,1.423222272805287858e+01,0.000000000000000000e+00
3.149998344010357698e+01,1.204211960949473053e+02,0.000000000000000000e+00,1.404175548501453541e+01,1.424180827349756839e+01,0.000000000000000000e+00
3.149999610046274512e+01,1.204212110903031174e+02,0.000000000000000000e+00,1.403253207759017940e+01,1.425089623467247790e+01,0.000000000000000000e+00
3.150000875269488532e+01,1.204212260950014723e+02,0.000000000000000000e+00,1.402377611949285630e+01,1.425951273186925761e+01,0.000000000000000000e+00
3.150002139721198091e+01,1.204212411085579220e+02,0.000000000000000000e+00,1.401546419077313566e+01,1.426768248585436893e+01,0.000000000000000000e+00
3.150003403440538463e+01,1.204212561305134130e+02,0.000000000000000000e+00,1.400757401720158057e+01,1.427542889557503791e+01,0.000000000000000000e+00
3.150004666464679559e+01,1.204212711604329513e+02,0.000000000000000000e+00,1.400008441708988371e+01,1.428277411129772823e+01,0.000000000000000000e+00
3.150005928828923274e+01,1.204212861979042515e+02,0.000000000000000000e+00,1.399297525027348499e+01,1.428973910346977938e+01,0.000000000000000000e+00
3.150007190566796567e+01,1.204213012425366003e+02,0.000000000000000000e+00,1.398622736920226650e+01,1.429634372757513994e+01,0.000000000000000000e+00
3.150008451710138146e+01,1.204213162939596629e+02,0.000000000000000000e+00,1.397982257208373724e+01,1.430260678523525542e+01,0.000000000000000000e+00
3.150009712289181252e+01,1.204213313518224169e+02,0.000000000000000000e+00,1.397374355801926171e+01,1.430854608179023479e+01,0.000000000000000000e+00
3.150010972332635006e+01,1.204213464157921294e+02,0.000000000000000000e+00,1.396797388407337692e+01,1.431417848057804676e+01,0.000000000000000000e+00
3.150012231867757606e+01,1.204213614855534331e+02,0.000000000000000000e+00,1.396249792421429525e+01,1.431951995411546896e+01,0.000000000000000000e+00
3.150013490920431636e+01,1.204213765608072890e+02,0.000000000000000000e+00,1.395730083006329636e+01,1.432458563237045368e+01,0.000000000000000000e+00
3.150014749515229084e+01,1.204213916412703043e+02,0.000000000000000000e+00,1.395236849339037555e+01,1.432938984830293272e+01,0.000000000000000000e+00
3.150016007675478846e+01,1.204214067266736947e+02,0.000000000000000000e+00,1.394768751029365816e+01,1.433394618083931071e+01,0.000000000000000000e+00
3.150017265423329604e+01,1.204214218167627592e+02,0.000000000000000000e+00,1.394324514700053363e+01,1.433826749543492340e+01,0.000000000000000000e+00
3.150018522779806318e+01,1.204214369112958991e+02,0.000000000000000000e+00,1.393902930722915379e+01,1.434236598236867977e+01,0.000000000000000000e+00
3.150019779764867778e+01,1.204214520100441206e+02,0.000000000000000000e+00,1.393502850104987623e+01,1.434625319290466017e+01,0.000000000000000000e+00
3.150021036397460961e+01,1.204214671127902392e+02,0.000000000000000000e+00,1.393123181518745213e+01,1.434994007344659472e+01,0.000000000000000000e+00
3.150022292695570414e+01,1.204214822193283823e+02,0.000000000000000000e+00,1.392762888470548077e+01,1.435343699780359827e+01,0.000000000000000000e+00
3.150023548676267993e+01,1.204214973294632642e+02,0.000000000000000000e+00,1.392420986601683985e+01,1.435675379767720550e+01,0.000000000000000000e+00
3.150024804355756913e+01,1.204215124430097887e+02,0.000000000000000000e+00,1.392096541116480246e+01,1.435989979147322337e+01,0.000000000000000000e+00
3.150026059749417939e+01,1.204215275597923238e+02,0.000000000000000000e+00,1.391788664332078618e+01,1.436288381153563520e+01,0.000000000000000000e+00
3.150027312082726638e+01,1.204215426452301330e+02,0.000000000000000000e+00,1.384655836698518172e+01,1.429275415690312734e+01,0.000000000000000000e+00
3.150028558040614257e+01,1.204215576561992123e+02,0.000000000000000000e+00,1.377643048156821060e+01,1.422146135903468256e+01,0.000000000000000000e+00
3.150029797694577027e+01,1.204215725918910778e+02,0.000000000000000000e+00,1.370673619544352206e+01,1.414974850902008541e+01,0.000000000000000000e+00
3.150031031070284371e+01,1.204215874520154728e+02,0.000000000000000000e+00,1.363719535072216260e+01,1.407788702065189312e+01,0.000000000000000000e+00
3.150032258176674560e+01,1.204216022364713297e+02,0.000000000000000000e+00,1.356770577483969298e+01,1.400597586772796888e+01,0.000000000000000000e+00
3.150033479016589055e+01,1.204216169452264751e+02,0.000000000000000000e+00,1.349823037271347737e+01,1.393405098329811942e+01,0.000000000000000000e+00
3.150034693590664148e+01,1.204216315782736757e+02,0.000000000000000000e+00,1.342875583294202713e+01,1.386212526199431139e+01,0.000000000000000000e+00
3.150035901898755597e+01,1.204216461356145658e+02,0.000000000000000000e+00,1.335927752734451346e+01,1.379020318731318007e+01,0.000000000000000000e+00
3.150037103940448802e+01,1.204216606172537780e+02,0.000000000000000000e+00,1.328979398971911685e+01,1.371828617979738141e+01,0.000000000000000000e+00
3.150038299715254553e+01,1.204216750231967978e+02,0.000000000000000000e+00,1.322030489760211935e+01,1.364637455203509475e+01,0.000000000000000000e+00
3.150039489222673694e+01,1.204216893534492669e+02,0.000000000000000000e+00,1.315081033495798657e+01,1.357446822287912980e+01,0.000000000000000000e+00
3.150040672462221281e+01,1.204217036080166423e+02,0.000000000000000000e+00,1.308131052322676524e+01,1.350256697798271333e+01,0.000000000000000000e+00
3.150041849433435104e+01,1.204217177869040967e+02,0.000000000000000000e+00,1.301180572359439935e+01,1.343067056447398855e+01,0.000000000000000000e+00
3.150043020135875693e+01,1.204217318901166180e+02,0.000000000000000000e+00,1.294229620183701357e+01,1.335877872501474606e+01,0.000000000000000000e+00
3.150044184569127381e+01,1.204217459176587965e+02,0.000000000000000000e+00,1.287278221601299677e+01,1.328689120972586402e+01,0.000000000000000000e+00
3.150045342732798304e+01,1.204217598695351228e+02,0.000000000000000000e+00,1.280326401247910795e+01,1.321500778004870469e+01,0.000000000000000000e+00
3.150046494626517202e+01,1.204217737457497037e+02,0.000000000000000000e+00,1.273374182492171158e+01,1.314312820968544671e+01,0.000000000000000000e+00
3.150047640249934133e+01,1.204217875463065042e+02,0.000000000000000000e+00,1.266421587446375874e+01,1.307125228449705645e+01,0.000000000000000000e+00
3.150048779602717630e+01,1.204218012712092190e+02,0.000000000000000000e+00,1.259468637013966230e+01,1.299937980204467536e+01,0.000000000000000000e+00
3.150049912684556475e+01,1.204218149204613439e+02,0.000000000000000000e+00,1.252515350948102579e+01,1.292751057102346834e+01,0.000000000000000000e+00
3.150051039495155436e+01,1.204218284940662045e+02,0.000000000000000000e+00,1.245561747912020500e+01,1.285564441067903196e+01,0.000000000000000000e+00
3.150052160034234561e+01,1.204218419920269270e+02,0.000000000000000000e+00,1.238607845537910102e+01,1.278378115023802408e+01,0.000000000000000000e+00
3.150053274301532369e+01,1.204218554143464530e+02,0.000000000000000000e+00,1.231653660483237367e+01,1.271192062836340497e+01,0.000000000000000000e+00
3.150054382296799815e+01,1.204218687610275822e+02,0.000000000000000000e+00,1.224699208484225643e+01,1.264006269263715154e+01,0.000000000000000000e+00
3.150055484019802421e+01,1.204218820320728867e+02,0.000000000000000000e+00,1.217744504406498329e+01,1.256820719907032569e+01,0.000000000000000000e+00
3.150056579470318496e+01,1.204218952274849244e+02,0.000000000000000000e+00,1.210789562292981536e+01,1.249635401163965653e+01,0.000000000000000000e+00
3.150057668648138076e+01,1.204219083472659690e+02,0.000000000000000000e+00,1.203834395409177738e+01,1.242450300184948730e+01,0.000000000000000000e+00
3.150058751553064340e+01,1.204219213914182518e+02,0.000000000000000000e+00,1.196879016285989650e+01,1.235265404831741876e+01,0.000000000000000000e+00
3.150059828184911481e+01,1.204219343599438616e+02,0.000000000000000000e+00,1.189923436760174624e+01,1.228080703638281435e+01,0.000000000000000000e+00
3.150060898543502219e+01,1.204219472528447596e+02,0.000000000000000000e+00,1.182967668012589080e+01,1.220896185773669096e+01,0.000000000000000000e+00
3.150061962628670287e+01,1.204219600701228075e+02,0.000000000000000000e+00,1.176011720604338251e+01,1.213711841007187608e+01,0.000000000000000000e+00
3.150063020440259365e+01,1.204219728117797672e+02,0.000000000000000000e+00,1.169055604510939439e+01,1.206527659675231057e+01,0.000000000000000000e+00
3.150064071978120950e+01,1.204219854778172447e+02,0.000000000000000000e+00,1.162099329154607652e+01,1.199343632650057145e+01,0.000000000000000000e+00
3.150065117242115065e+01,1.204219980682368174e+02,0.000000000000000000e+00,1.155142903434781054e+01,1.192159751310236260e+01,0.000000000000000000e+00
3.150066156232109194e+01,1.204220105830399916e+02,0.000000000000000000e+00,1.148186335756956211e+01,1.184976007512738683e+01,0.000000000000000000e+00
3.150067188947979346e+01,1.204220230222281032e+02,0.000000000000000000e+00,1.141229634059953568e+01,1.177792393566538642e+01,0.000000000000000000e+00
3.150068215389607218e+01,1.204220353858024737e+02,0.000000000000000000e+00,1.134272805841669474e+01,1.170608902207681901e+01,0.000000000000000000e+00
3.150069235556881964e+01,1.204220476737643679e+02,0.000000000000000000e+00,1.127315858183428254e+01,1.163425526575708524e+01,0.000000000000000000e+00
3.150070249449698423e+01,1.204220598861149085e+02,0.000000000000000000e+00,1.120358797772993853e+01,1.156242260191372040e+01,0.000000000000000000e+00
3.150071257067957120e+01,1.204220720228552040e+02,0.000000000000000000e+00,1.113401630926307995e+01,1.149059096935590496e+01,0.000000000000000000e+00
3.150072258411565329e+01,1.204220840839862774e+02,0.000000000000000000e+00,1.106444363608044945e+01,1.141876031029545580e+01,0.000000000000000000e+00
3.150073253480434232e+01,1.204220960695091236e+02,0.000000000000000000e+00,1.099487001451020163e+01,1.134693057015880946e+01,0.000000000000000000e+00
3.150074242274480696e+01,1.204221079794246663e+02,0.000000000000000000e+00,1.092529549774552855e+01,1.127510169740927637e+01,0.000000000000000000e+00
3.150075224793625495e+01,1.204221198137337439e+02,0.000000000000000000e+00,1.085572013601797003e+01,1.120327364337917331e+01,0.000000000000000000e+00
3.150076201037795798e+01,1.204221315724371948e+02,0.000000000000000000e+00,1.078614397676137848e+01,1.113144636211103133e+01,0.000000000000000000e+00
3.150077171006920196e+01,1.204221432555357723e+02,0.000000000000000000e+00,1.071656706476673904e+01,1.105961981020765883e+01,0.000000000000000000e+00
3.150078134700934029e+01,1.204221548630302152e+02,0.000000000000000000e+00,1.064698944232844724e+01,1.098779394669046461e+01,0.000000000000000000e+00
3.150079092119772994e+01,1.204221663949211916e+02,0.000000000000000000e+00,1.057741114938263038e+01,1.091596873286550107e+01,0.000000000000000000e+00
3.150080043263378826e+01,1.204221778512093550e+02,0.000000000000000000e+00,1.050783222363775415e+01,1.084414413219694850e+01,0.000000000000000000e+00
3.150080988131696813e+01,1.204221892318953024e+02,0.000000000000000000e+00,1.043825270069810607e+01,1.077232011018751301e+01,0.000000000000000000e+00
3.150081926724674375e+01,1.204222005369796307e+02,0.000000000000000000e+00,1.036867261418047725e+01,1.070049663426541997e+01,0.000000000000000000e+00
3.150082859042261063e+01,1.204222117664628513e+02,0.000000000000000000e+00,1.029909199582431611e+01,1.062867367367770299e+01,0.000000000000000000e+00
3.150083785084410337e+01,1.204222229203454759e+02,0.000000000000000000e+00,1.022951087559584771e+01,1.055685119938935301e+01,0.000000000000000000e+00
3.150084704851078854e+01,1.204222339986279735e+02,0.000000000000000000e+00,1.015992928178658694e+01,1.048502918398789419e+01,0.000000000000000000e+00
3.150085618342224691e+01,1.204222450013108130e+02,0.000000000000000000e+00,1.009034724110619941e+01,1.041320760159342385e+01,0.000000000000000000e+00
3.150086525557808059e+01,1.204222559283943639e+02,0.000000000000000000e+00,1.002076477877035998e+01,1.034138642777351080e+01,0.000000000000000000e+00
3.150087426497792720e+01,1.204222667798790951e+02,0.000000000000000000e+00,9.951181918583753117e+00,1.026956563946278500e+01,0.000000000000000000e+00
3.150088321162143501e+01,1.204222775557653762e+02,0.000000000000000000e+00,9.881598683018498974e+00,1.019774521488697339e+01,0.000000000000000000e+00
3.150089209550827363e+01,1.204222882560534913e+02,0.000000000000000000e+00,9.812015093288165346e+00,1.012592513349118484e+01,0.000000000000000000e+00
3.150090091663813396e+01,1.204222988807438242e+02,0.000000000000000000e+00,9.742431169417832493e+00,1.005410537587205333e+01,0.000000000000000000e+00
3.150090967501071759e+01,1.204223094298366874e+02,0.000000000000000000e+00,9.672846930310088354e+00,9.982285923713781983e+00,0.000000000000000000e+00
3.150091837062575451e+01,1.204223199033323368e+02,0.000000000000000000e+00,9.603262393807606045e+00,9.910466759727537323e+00,0.000000000000000000e+00
3.150092700348297470e+01,1.204223303012310708e+02,0.000000000000000000e+00,9.533677576752070948e+00,9.838647867594342955e+00,0.000000000000000000e+00
3.150093557358214369e+01,1.204223406235331453e+02,0.000000000000000000e+00,9.464092495039951203e+00,9.766829231911071219e+00,0.000000000000000000e+00
3.150094408092301634e+01,1.204223508702387875e+02,0.000000000000000000e+00,9.394507163675166694e+00,9.695010838139394238e+00,0.000000000000000000e+00
3.150095252550539016e+01,1.204223610413482675e+02,0.000000000000000000e+00,9.324921596818754210e+00,9.623192672557671301e+00,0.000000000000000000e+00
3.150096090732903775e+01,1.204223711368617700e+02,0.000000000000000000e+00,9.255335807835963990e+00,9.551374722215335566e+00,0.000000000000000000e+00
3.150096922639378150e+01,1.204223811567794797e+02,0.000000000000000000e+00,9.185749809340522987e+00,9.479556974889986165e+00,0.000000000000000000e+00
3.150097748269942599e+01,1.204223911011015957e+02,0.000000000000000000e+00,9.116163613236668795e+00,9.407739419046679430e+00,0.000000000000000000e+00
3.150098567624581136e+01,1.204224009698283169e+02,0.000000000000000000e+00,9.046577230758678922e+00,9.335922043799625314e+00,0.000000000000000000e+00
3.150099380703276353e+01,1.204224107629597853e+02,0.000000000000000000e+00,8.976990672508316393e+00,9.264104838875908854e+00,0.000000000000000000e+00
3.150100187506012617e+01,1.204224204804961573e+02,0.000000000000000000e+00,8.907403948490122403e+00,9.192287794581284643e+00,0.000000000000000000e+00
3.150100988032776073e+01,1.204224301224375893e+02,0.000000000000000000e+00,8.837817068144786958e+00,9.120470901767866678e+00,0.000000000000000000e+00
3.150101782283552510e+01,1.204224396887842232e+02,0.000000000000000000e+00,8.768230040380732504e+00,9.048654151803502188e+00,0.000000000000000000e+00
3.150102570258329493e+01,1.204224491795361303e+02,0.000000000000000000e+00,8.698642873603759540e+00,8.976837536543063933e+00,0.000000000000000000e+00
3.150103351957094233e+01,1.204224585946935093e+02,0.000000000000000000e+00,8.629055575745331552e+00,8.905021048301041020e+00,0.000000000000000000e+00
3.150104127379836072e+01,1.204224679342564315e+02,0.000000000000000000e+00,8.559468154288966346e+00,8.833204679825968242e+00,0.000000000000000000e+00
3.150104896526543641e+01,1.204224771982250104e+02,0.000000000000000000e+00,8.489880616295399918e+00,8.761388424276036702e+00,0.000000000000000000e+00
3.150105659397206281e+01,1.204224863865993171e+02,0.000000000000000000e+00,8.420292968426243974e+00,8.689572275196185913e+00,0.000000000000000000e+00
3.150106415991815112e+01,1.204224954993794796e+02,0.000000000000000000e+00,8.350705216966364475e+00,8.617756226496405603e+00,0.000000000000000000e+00
3.150107166310360896e+01,1.204225045365655689e+02,0.000000000000000000e+00,8.281117367844986532e+00,8.545940272431296947e+00,0.000000000000000000e+00
3.150107910352835106e+01,1.204225134981576559e+02,0.000000000000000000e+00,8.211529426655641117e+00,8.474124407580738705e+00,0.000000000000000000e+00
3.150108648119229571e+01,1.204225223841558261e+02,0.000000000000000000e+00,8.141941398675031749e+00,8.402308626831613836e+00,0.000000000000000000e+00
3.150109379609536475e+01,1.204225311945601220e+02,0.000000000000000000e+00,8.072353288880798061e+00,8.330492925360589496e+00,0.000000000000000000e+00
3.150110104823749069e+01,1.204225399293706573e+02,0.000000000000000000e+00,8.002765101968295269e+00,8.258677298617858042e+00,0.000000000000000000e+00
3.150110823761860246e+01,1.204225485885874321e+02,0.000000000000000000e+00,7.933176842366489900e+00,8.186861742311752010e+00,0.000000000000000000e+00
3.150111536423863612e+01,1.204225571722105457e+02,0.000000000000000000e+00,7.863588514252890960e+00,8.115046252394249038e+00,0.000000000000000000e+00
3.150112242809753482e+01,1.204225656802400124e+02,0.000000000000000000e+00,7.794000121567738582e+00,8.043230825047244181e+00,0.000000000000000000e+00
3.150112942919524173e+01,1.204225741126759175e+02,0.000000000000000000e+00,7.724411668027316047e+00,7.971415456669643795e+00,0.000000000000000000e+00
3.150113636753170709e+01,1.204225824695182894e+02,0.000000000000000000e+00,7.654823157136600997e+00,7.899600143865107782e+00,0.000000000000000000e+00
3.150114324310687053e+01,1.204225907507671565e+02,0.000000000000000000e+00,7.585234592201085313e+00,7.827784883430599194e+00,0.000000000000000000e+00
3.150115005592068940e+01,1.204225989564225756e+02,0.000000000000000000e+00,7.515645976338105605e+00,7.755969672345395693e+00,0.000000000000000000e+00
3.150115680597311751e+01,1.204226070864845610e+02,0.000000000000000000e+00,7.446057312487386781e+00,7.684154507760887043e+00,0.000000000000000000e+00
3.150116349326411935e+01,1.204226151409531553e+02,0.000000000000000000e+00,7.376468603421113102e+00,7.612339386990806034e+00,0.000000000000000000e+00
3.150117011779365583e+01,1.204226231198284012e+02,0.000000000000000000e+00,7.306879851753314448e+00,7.540524307502139756e+00,0.000000000000000000e+00
3.150117667956168432e+01,1.204226310231102843e+02,0.000000000000000000e+00,7.237291059948836924e+00,7.468709266906426336e+00,0.000000000000000000e+00
3.150118317856816574e+01,1.204226388507988474e+02,0.000000000000000000e+00,7.167702230331788549e+00,7.396894262951589027e+00,0.000000000000000000e+00
3.150118961481307878e+01,1.204226466028941331e+02,0.000000000000000000e+00,7.098113365093444926e+00,7.325079293514262346e+00,0.000000000000000000e+00
3.150119598829638079e+01,1.204226542793961272e+02,0.000000000000000000e+00,7.028524466299792550e+00,7.253264356592481477e+00,0.000000000000000000e+00
3.150120229901805047e+01,1.204226618803049007e+02,0.000000000000000000e+00,6.958935535898609359e+00,7.181449450298832637e+00,0.000000000000000000e+00
3.150120854697805228e+01,1.204226694056204252e+02,0.000000000000000000e+00,6.889346575726122524e+00,7.109634572853992474e+00,0.000000000000000000e+00
3.150121473217637558e+01,1.204226768553427149e+02,0.000000000000000000e+00,6.819757587513386454e+00,7.037819722580548998e+00,0.000000000000000000e+00
3.150122085461297772e+01,1.204226842294717983e+02,0.000000000000000000e+00,6.750168572892215835e+00,6.966004897897255965e+00,0.000000000000000000e+00
3.150122691428784805e+01,1.204226915280076895e+02,0.000000000000000000e+00,6.680579533400793579e+00,6.894190097313598109e+00,0.000000000000000000e+00
3.150123291120095814e+01,1.204226987509503886e+02,0.000000000000000000e+00,6.610990470488971482e+00,6.822375319424649476e+00,0.000000000000000000e+00
